,Date,Country,City,Street,LATITUDE,LONGITUDE,Date_dt,Date_numeric
0,31 dic 2024,MX,Morelia,Aquiles Serdán,19.703822,-101.189788,2024-12-31,1735603200.0
1,31 dic 2024,MX,Morelia,,19.723927,-101.193368,2024-12-31,1735603200.0
2,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.703859,-101.159371,2024-12-31,1735603200.0
3,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.723629,-101.193583,2024-12-31,1735603200.0
4,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.701929,-101.210593,2024-12-31,1735603200.0
5,31 dic 2024,MX,Morelia,Av. Morelos (N),19.713963,-101.188699,2024-12-31,1735603200.0
6,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.702363,-101.205787,2024-12-31,1735603200.0
7,31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,19.695911,-101.190179,2024-12-31,1735603200.0
8,31 dic 2024,MX,Morelia,Juan Ortega y Montañes,19.698346,-101.187015,2024-12-31,1735603200.0
9,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.688059,-101.159583,2024-12-31,1735603200.0
10,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.719118,-101.177619,2024-12-31,1735603200.0
11,31 dic 2024,MX,Morelia,Av. Michoacán,19.708339,-101.208642,2024-12-31,1735603200.0
12,31 dic 2024,MX,Morelia,Paseo de la República (Sector Revolución),19.711452,-101.167732,2024-12-31,1735603200.0
13,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.728821,-101.137592,2024-12-31,1735603200.0
14,31 dic 2024,MX,Morelia,Aquiles Serdán,19.703822,-101.189671,2024-12-31,1735603200.0
15,31 dic 2024,MX,Morelia,Av. Michoacán,19.709527,-101.212987,2024-12-31,1735603200.0
16,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.702091,-101.210068,2024-12-31,1735603200.0
17,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.672849,-101.20454,2024-12-31,1735603200.0
18,31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,19.71,-101.197698,2024-12-31,1735603200.0
19,31 dic 2024,MX,Morelia,Quiroga,19.700308,-101.244225,2024-12-31,1735603200.0
20,31 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,19.699446,-101.190419,2024-12-31,1735603200.0
21,31 dic 2024,MX,Morelia,Ramal Camelinas,19.668918,-101.155594,2024-12-31,1735603200.0
22,31 dic 2024,MX,Morelia,Av. Michoacán,19.708906,-101.211374,2024-12-31,1735603200.0
23,31 dic 2024,MX,Morelia,Av. Morelos (N),19.714524,-101.18886,2024-12-31,1735603200.0
24,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.700833,-101.241491,2024-12-31,1735603200.0
25,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.705219,-101.176917,2024-12-31,1735603200.0
26,31 dic 2024,MX,Morelia,Av. Solidaridad,19.691533,-101.192512,2024-12-31,1735603200.0
27,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.705993,-101.175262,2024-12-31,1735603200.0
28,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.704336,-101.226406,2024-12-31,1735603200.0
29,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.681181,-101.183594,2024-12-31,1735603200.0
30,31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,19.718381,-101.196906,2024-12-31,1735603200.0
31,31 dic 2024,MX,Morelia,Paseo de la República (Sector Independencia),19.699531,-101.242895,2024-12-31,1735603200.0
32,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.699591,-101.243013,2024-12-31,1735603200.0
33,31 dic 2024,MX,Morelia,Av. Pedregal,19.716475,-101.21592,2024-12-31,1735603200.0
34,31 dic 2024,MX,Morelia,Profesor Rafael Ramírez,19.733124,-101.177117,2024-12-31,1735603200.0
35,31 dic 2024,MX,Morelia,Luis Mora Tovar,19.717247,-101.164255,2024-12-31,1735603200.0
36,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.706866,-101.16309,2024-12-31,1735603200.0
37,31 dic 2024,MX,Morelia,Av. Enrique Ramírez,19.692389,-101.159623,2024-12-31,1735603200.0
38,31 dic 2024,MX,Morelia,Calz. la Huerta,19.686058,-101.215078,2024-12-31,1735603200.0
39,31 dic 2024,MX,Morelia,Juan Ruíz de Alarcón,19.697392,-101.187483,2024-12-31,1735603200.0
40,31 dic 2024,MX,Morelia,Av. Periodismo,19.697877,-101.217245,2024-12-31,1735603200.0
41,31 dic 2024,MX,Morelia,Calz. la Huerta,19.668,-101.223578,2024-12-31,1735603200.0
42,31 dic 2024,MX,Morelia,Av. Cerro del Quinceo,19.719231,-101.197711,2024-12-31,1735603200.0
43,31 dic 2024,MX,Morelia,Calz. la Huerta,19.68058,-101.217759,2024-12-31,1735603200.0
44,31 dic 2024,MX,Morelia,Azucena,19.712575,-101.200948,2024-12-31,1735603200.0
45,31 dic 2024,MX,Morelia,,19.691355,-101.15962,2024-12-31,1735603200.0
46,31 dic 2024,MX,Morelia,Benedicto López,19.696107,-101.193318,2024-12-31,1735603200.0
47,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.672486,-101.210808,2024-12-31,1735603200.0
48,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.67084,-101.203729,2024-12-31,1735603200.0
49,31 dic 2024,MX,Morelia,Alejandro Volta,19.684731,-101.179788,2024-12-31,1735603200.0
50,31 dic 2024,MX,Morelia,Av. Morelos Norte,19.711182,-101.188215,2024-12-31,1735603200.0
51,31 dic 2024,MX,Morelia,Aquiles Serdán,19.703804,-101.188131,2024-12-31,1735603200.0
52,31 dic 2024,MX,Morelia,Paseo de los Viñedos,19.668083,-101.23718,2024-12-31,1735603200.0
53,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.719716,-101.181183,2024-12-31,1735603200.0
54,31 dic 2024,MX,Morelia,Av. Manuel Buendía,19.711075,-101.18729,2024-12-31,1735603200.0
55,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.70792,-101.236448,2024-12-31,1735603200.0
56,31 dic 2024,MX,Morelia,Manuel Muñiz,19.698389,-101.200208,2024-12-31,1735603200.0
57,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.675932,-101.20258,2024-12-31,1735603200.0
58,31 dic 2024,MX,Morelia,Andrés Quintana Roo,19.701784,-101.196863,2024-12-31,1735603200.0
59,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.702547,-101.213726,2024-12-31,1735603200.0
60,31 dic 2024,MX,Morelia,Bosque de Ciruelos,19.724344,-101.103814,2024-12-31,1735603200.0
61,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.72769,-101.221559,2024-12-31,1735603200.0
62,31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,19.69587,-101.1884,2024-12-31,1735603200.0
63,31 dic 2024,MX,Morelia,Av. Morelos Sur,19.692976,-101.19178,2024-12-31,1735603200.0
64,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.685972,-101.163481,2024-12-31,1735603200.0
65,31 dic 2024,MX,Morelia,México- Guadalajara / Salamanca,19.722556,-101.187181,2024-12-31,1735603200.0
66,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.692956,-101.240521,2024-12-31,1735603200.0
67,31 dic 2024,MX,Morelia,Paseo de las Jacarandas,19.71621,-101.201141,2024-12-31,1735603200.0
68,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.701002,-101.155355,2024-12-31,1735603200.0
69,31 dic 2024,MX,Morelia,Fray Sebastián de Aparicio,19.706585,-101.162088,2024-12-31,1735603200.0
70,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.702952,-101.193853,2024-12-31,1735603200.0
71,31 dic 2024,MX,Morelia,Vicente Santa María,19.685705,-101.188118,2024-12-31,1735603200.0
72,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.676821,-101.222513,2024-12-31,1735603200.0
73,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.673765,-101.213469,2024-12-31,1735603200.0
74,31 dic 2024,MX,Morelia,Rey Tariácuri,19.677846,-101.20076,2024-12-31,1735603200.0
75,31 dic 2024,MX,Morelia,Av. Morelos (N),19.724052,-101.185331,2024-12-31,1735603200.0
76,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.713113,-101.159147,2024-12-31,1735603200.0
77,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.70987,-101.234932,2024-12-31,1735603200.0
78,31 dic 2024,MX,Morelia,Gral. Gerónimo Treviño,19.729828,-101.220982,2024-12-31,1735603200.0
79,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.684938,-101.164929,2024-12-31,1735603200.0
80,31 dic 2024,MX,Morelia,Paseo de las Jacarandas,19.72012,-101.20017,2024-12-31,1735603200.0
81,31 dic 2024,MX,Morelia,Ventura Puente,19.691093,-101.179647,2024-12-31,1735603200.0
82,31 dic 2024,MX,Morelia,Aquiles Serdán,19.703815,-101.18925,2024-12-31,1735603200.0
83,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.687933,-101.158502,2024-12-31,1735603200.0
84,31 dic 2024,MX,Morelia,Av. Periodismo,19.682254,-101.225682,2024-12-31,1735603200.0
85,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.69261,-101.240197,2024-12-31,1735603200.0
86,31 dic 2024,MX,Morelia,Paseo de la República (Sector Nueva España),19.690375,-101.150479,2024-12-31,1735603200.0
87,31 dic 2024,MX,Morelia,Hacienda San Diego,19.701035,-101.232692,2024-12-31,1735603200.0
88,31 dic 2024,MX,Morelia,Calz. la Huerta,19.68268,-101.21659,2024-12-31,1735603200.0
89,31 dic 2024,MX,Morelia,Av. Alfredo Zalce,19.695027,-101.129317,2024-12-31,1735603200.0
90,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.67586,-101.217415,2024-12-31,1735603200.0
91,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.719166,-101.177685,2024-12-31,1735603200.0
92,31 dic 2024,MX,Morelia,Calz. la Huerta,19.670486,-101.222405,2024-12-31,1735603200.0
93,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.681557,-101.177479,2024-12-31,1735603200.0
94,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.712687,-101.232876,2024-12-31,1735603200.0
95,31 dic 2024,MX,Morelia,Av. Francisco Medina García Norte,19.671604,-101.165066,2024-12-31,1735603200.0
96,31 dic 2024,MX,Morelia,Aquiles Serdán,19.703836,-101.190434,2024-12-31,1735603200.0
97,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.682017,-101.193268,2024-12-31,1735603200.0
98,31 dic 2024,MX,Morelia,Acatita de Baján,19.700293,-101.158169,2024-12-31,1735603200.0
99,31 dic 2024,MX,Morelia,Ventura Puente,19.693232,-101.179251,2024-12-31,1735603200.0
100,31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,19.695915,-101.18996,2024-12-31,1735603200.0
101,31 dic 2024,MX,Morelia,Alejandro Volta,19.684362,-101.177687,2024-12-31,1735603200.0
102,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.681738,-101.176558,2024-12-31,1735603200.0
103,31 dic 2024,MX,Morelia,Andrés Quintana Roo,19.701548,-101.196865,2024-12-31,1735603200.0
104,31 dic 2024,MX,Morelia,Gral. Gerónimo Treviño,19.730039,-101.220945,2024-12-31,1735603200.0
105,31 dic 2024,MX,Morelia,Lacas de Uruapan,19.70569,-101.171545,2024-12-31,1735603200.0
106,31 dic 2024,MX,Morelia,Guillermo Prieto,19.711654,-101.193843,2024-12-31,1735603200.0
107,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.715941,-101.173416,2024-12-31,1735603200.0
108,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.703565,-101.229605,2024-12-31,1735603200.0
109,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.706463,-101.239211,2024-12-31,1735603200.0
110,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.687919,-101.238183,2024-12-31,1735603200.0
111,31 dic 2024,MX,Morelia,Héroe de Nacozari,19.71083,-101.18834,2024-12-31,1735603200.0
112,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.722938,-101.192039,2024-12-31,1735603200.0
113,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.671812,-101.204117,2024-12-31,1735603200.0
114,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.716042,-101.173551,2024-12-31,1735603200.0
115,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.711306,-101.233833,2024-12-31,1735603200.0
116,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.687652,-101.156568,2024-12-31,1735603200.0
117,31 dic 2024,MX,Morelia,Fuente de Villalongín,19.671017,-101.202859,2024-12-31,1735603200.0
118,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.679431,-101.201533,2024-12-31,1735603200.0
119,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.701094,-101.155447,2024-12-31,1735603200.0
120,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.70202,-101.210959,2024-12-31,1735603200.0
121,31 dic 2024,MX,Morelia,Benedicto López,19.69604,-101.192402,2024-12-31,1735603200.0
122,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.676996,-101.229516,2024-12-31,1735603200.0
123,31 dic 2024,MX,Morelia,Primo Tapia,19.713298,-101.183807,2024-12-31,1735603200.0
124,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.711237,-101.233881,2024-12-31,1735603200.0
125,31 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,19.695914,-101.189695,2024-12-31,1735603200.0
126,31 dic 2024,MX,Morelia,Av. Bosques de los Olivos,19.729522,-101.104531,2024-12-31,1735603200.0
127,31 dic 2024,MX,Morelia,Av. Acueducto,19.699986,-101.179234,2024-12-31,1735603200.0
128,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.693714,-101.149555,2024-12-31,1735603200.0
129,31 dic 2024,MX,Morelia,Ventura Puente,19.681685,-101.18137,2024-12-31,1735603200.0
130,31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,19.711272,-101.163699,2024-12-31,1735603200.0
131,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.671412,-101.203954,2024-12-31,1735603200.0
132,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.676632,-101.223971,2024-12-31,1735603200.0
133,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.682412,-101.191056,2024-12-31,1735603200.0
134,31 dic 2024,MX,Morelia,Av. Michoacán,19.707901,-101.206178,2024-12-31,1735603200.0
135,31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,19.710777,-101.164796,2024-12-31,1735603200.0
136,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.68771,-101.158558,2024-12-31,1735603200.0
137,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.677487,-101.231207,2024-12-31,1735603200.0
138,31 dic 2024,MX,Morelia,La Huerta,19.68811,-101.214188,2024-12-31,1735603200.0
139,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.682412,-101.190851,2024-12-31,1735603200.0
140,31 dic 2024,MX,Morelia,Av. Nicolás Ballesteros,19.725501,-101.16481,2024-12-31,1735603200.0
141,31 dic 2024,MX,Morelia,Norte 4,19.728656,-101.138038,2024-12-31,1735603200.0
142,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.709088,-101.235478,2024-12-31,1735603200.0
143,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.699262,-101.247419,2024-12-31,1735603200.0
144,31 dic 2024,MX,Morelia,Av. Francisco Medina García Norte,19.671873,-101.163973,2024-12-31,1735603200.0
145,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.673614,-101.204846,2024-12-31,1735603200.0
146,31 dic 2024,MX,Morelia,Av. Periodismo,19.690444,-101.225271,2024-12-31,1735603200.0
147,31 dic 2024,MX,Morelia,Av. Periodismo,19.701654,-101.212942,2024-12-31,1735603200.0
148,31 dic 2024,MX,Morelia,Guillermo Prieto,19.710313,-101.1939,2024-12-31,1735603200.0
149,31 dic 2024,MX,Morelia,,19.719158,-101.188531,2024-12-31,1735603200.0
150,31 dic 2024,MX,Morelia,Av. Morelos (N),19.720047,-101.188561,2024-12-31,1735603200.0
151,31 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,19.699607,-101.190416,2024-12-31,1735603200.0
152,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.70332,-101.15869,2024-12-31,1735603200.0
153,31 dic 2024,MX,Morelia,Rey Tangaxoan II,19.681348,-101.192982,2024-12-31,1735603200.0
154,31 dic 2024,MX,Morelia,Lago de Zirahuen,19.662535,-101.230906,2024-12-31,1735603200.0
155,31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,19.706094,-101.197992,2024-12-31,1735603200.0
156,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.704659,-101.217957,2024-12-31,1735603200.0
157,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.710836,-101.164186,2024-12-31,1735603200.0
158,31 dic 2024,MX,Morelia,Allende,19.701938,-101.195745,2024-12-31,1735603200.0
159,31 dic 2024,MX,Morelia,Plan de Ayala,19.706013,-101.180327,2024-12-31,1735603200.0
160,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.682216,-101.189557,2024-12-31,1735603200.0
161,31 dic 2024,MX,Morelia,Vicente Santa María,19.697342,-101.187727,2024-12-31,1735603200.0
162,31 dic 2024,MX,Morelia,Acatita de Baján,19.696462,-101.15853,2024-12-31,1735603200.0
163,31 dic 2024,MX,Morelia,Allende,19.701935,-101.195347,2024-12-31,1735603200.0
164,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.71642,-101.17405,2024-12-31,1735603200.0
165,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.672856,-101.211547,2024-12-31,1735603200.0
166,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.687871,-101.159914,2024-12-31,1735603200.0
167,31 dic 2024,MX,Morelia,Paseo de la República (Sector Independencia),19.698579,-101.242554,2024-12-31,1735603200.0
168,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),19.723011,-101.192207,2024-12-31,1735603200.0
169,31 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,19.710372,-101.164936,2024-12-31,1735603200.0
170,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.676789,-101.223231,2024-12-31,1735603200.0
171,31 dic 2024,MX,Morelia,Juan José de Lejarza,19.702661,-101.18654,2024-12-31,1735603200.0
172,31 dic 2024,MX,Morelia,Av. Universidad,19.685027,-101.201014,2024-12-31,1735603200.0
173,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.725565,-101.202838,2024-12-31,1735603200.0
174,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.688094,-101.159926,2024-12-31,1735603200.0
175,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.676794,-101.222867,2024-12-31,1735603200.0
176,31 dic 2024,MX,Morelia,Av. Junta de Jaujilla,19.691379,-101.226199,2024-12-31,1735603200.0
177,31 dic 2024,MX,Morelia,Estroncio,19.712205,-101.196918,2024-12-31,1735603200.0
178,31 dic 2024,MX,Morelia,Sierra Monte Oscuro,19.722091,-101.193509,2024-12-31,1735603200.0
179,31 dic 2024,MX,Morelia,,19.665439,-101.164862,2024-12-31,1735603200.0
180,31 dic 2024,MX,Morelia,Av. Guadalupe Victoria,19.70769,-101.197887,2024-12-31,1735603200.0
181,31 dic 2024,MX,Morelia,Av. Periodismo,19.690689,-101.224934,2024-12-31,1735603200.0
182,31 dic 2024,MX,Morelia,Av. Fuentes de Morelia,19.672267,-101.204308,2024-12-31,1735603200.0
183,31 dic 2024,MX,Morelia,Acatita de Baján,19.695848,-101.158594,2024-12-31,1735603200.0
184,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.702326,-101.206359,2024-12-31,1735603200.0
185,31 dic 2024,MX,Morelia,Azucena,19.713172,-101.201423,2024-12-31,1735603200.0
186,31 dic 2024,MX,Morelia,L. V. Beethoven,19.680702,-101.181329,2024-12-31,1735603200.0
187,31 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.699491,-101.246966,2024-12-31,1735603200.0
188,31 dic 2024,MX,Morelia,Héroe de Nacozari,19.710244,-101.188448,2024-12-31,1735603200.0
189,31 dic 2024,MX,Morelia,Juan Ortega y Montañes,19.69836,-101.186709,2024-12-31,1735603200.0
190,31 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.687758,-101.157284,2024-12-31,1735603200.0
191,31 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,19.700154,-101.190402,2024-12-31,1735603200.0
192,31 dic 2024,MX,Morelia,Blvd. Agustín Arriaga Rivera,19.689244,-101.172306,2024-12-31,1735603200.0
193,31 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.727597,-101.221857,2024-12-31,1735603200.0
194,31 dic 2024,MX,Morelia,Antonio Chávez Samano,19.707487,-101.182633,2024-12-31,1735603200.0
195,31 dic 2024,MX,Morelia,Guillermo Prieto,19.703584,-101.194124,2024-12-31,1735603200.0
196,30 dic 2024,MX,Morelia,,19.678762,-101.219158,2024-12-30,1735516800.0
197,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.687591,-101.156101,2024-12-30,1735516800.0
198,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.716281,-101.173866,2024-12-30,1735516800.0
199,30 dic 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,19.713528,-101.158708,2024-12-30,1735516800.0
200,30 dic 2024,MX,Morelia,Av. Leandro Valle,19.719357,-101.228317,2024-12-30,1735516800.0
201,30 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,19.695622,-101.190508,2024-12-30,1735516800.0
202,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.70548,-101.220335,2024-12-30,1735516800.0
203,30 dic 2024,MX,Morelia,Av. Morelos (N),19.724296,-101.185047,2024-12-30,1735516800.0
204,30 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.708649,-101.235788,2024-12-30,1735516800.0
205,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.702896,-101.190805,2024-12-30,1735516800.0
206,30 dic 2024,MX,Morelia,Aldama,19.699804,-101.191707,2024-12-30,1735516800.0
207,30 dic 2024,MX,Morelia,Precursor de la República,19.731305,-101.233935,2024-12-30,1735516800.0
208,30 dic 2024,MX,Morelia,Alberto Coria,19.714301,-101.159286,2024-12-30,1735516800.0
209,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),19.672483,-101.210802,2024-12-30,1735516800.0
210,30 dic 2024,MX,Morelia,Julián Carrillo,19.677807,-101.185859,2024-12-30,1735516800.0
211,30 dic 2024,MX,Morelia,Calz. la Huerta,19.679773,-101.217919,2024-12-30,1735516800.0
212,30 dic 2024,MX,Morelia,Héroe de Nacozari,19.709687,-101.188537,2024-12-30,1735516800.0
213,30 dic 2024,MX,Morelia,Av. Morelos (N),19.717534,-101.188657,2024-12-30,1735516800.0
214,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.702762,-101.182205,2024-12-30,1735516800.0
215,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.713531,-101.158687,2024-12-30,1735516800.0
216,30 dic 2024,MX,Morelia,José María Morelos y Pavón,19.671282,-101.263253,2024-12-30,1735516800.0
217,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),19.693758,-101.149541,2024-12-30,1735516800.0
218,30 dic 2024,MX,Morelia,José Juan Tablada,19.676061,-101.187587,2024-12-30,1735516800.0
219,30 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,19.695919,-101.190869,2024-12-30,1735516800.0
220,30 dic 2024,MX,Morelia,Av. Pedregal,19.704647,-101.216038,2024-12-30,1735516800.0
221,30 dic 2024,MX,Morelia,Revillagigedo,19.702821,-101.180453,2024-12-30,1735516800.0
222,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.715489,-101.172818,2024-12-30,1735516800.0
223,30 dic 2024,MX,Morelia,Calz. la Huerta,19.682878,-101.216499,2024-12-30,1735516800.0
224,30 dic 2024,MX,Morelia,Eucalipto,19.707087,-101.201505,2024-12-30,1735516800.0
225,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.714081,-101.15767,2024-12-30,1735516800.0
226,30 dic 2024,MX,Morelia,Kenia,19.667572,-101.198113,2024-12-30,1735516800.0
227,30 dic 2024,MX,Morelia,Andrés Quintana Roo,19.702754,-101.196858,2024-12-30,1735516800.0
228,30 dic 2024,MX,Morelia,Pátzcuaro,19.676773,-101.220973,2024-12-30,1735516800.0
229,30 dic 2024,MX,Morelia,Juana María Estrada,19.669105,-101.206401,2024-12-30,1735516800.0
230,30 dic 2024,MX,Morelia,Av. Manuel Buendía,19.71115,-101.187107,2024-12-30,1735516800.0
231,30 dic 2024,MX,Morelia,Av. Cerro del Quinceo,19.720528,-101.19993,2024-12-30,1735516800.0
232,30 dic 2024,MX,Morelia,Peribán,19.699919,-101.161969,2024-12-30,1735516800.0
233,30 dic 2024,MX,Morelia,Francisca Xaviera de Tapia,19.705617,-101.210248,2024-12-30,1735516800.0
234,30 dic 2024,MX,Morelia,Av. Periodismo,19.697892,-101.217228,2024-12-30,1735516800.0
235,30 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),19.71466,-101.17172,2024-12-30,1735516800.0
236,30 dic 2024,MX,Morelia,La Huerta,19.700725,-101.207754,2024-12-30,1735516800.0
237,30 dic 2024,MX,Morelia,Rey Tariácuri,19.677824,-101.200028,2024-12-30,1735516800.0
238,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,19.703052,-101.198862,2024-12-30,1735516800.0
239,30 dic 2024,MX,Morelia,Vicente Santa María,19.698923,-101.187762,2024-12-30,1735516800.0
240,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.711666,-101.162562,2024-12-30,1735516800.0
241,30 dic 2024,MX,Morelia,Paseo de la República (Sector República),19.708959,-101.235568,2024-12-30,1735516800.0
242,30 dic 2024,MX,Morelia,Av. Morelos (N),19.712708,-101.188342,2024-12-30,1735516800.0
243,30 dic 2024,MX,Morelia,Jesús Urbina,19.694401,-101.166319,2024-12-30,1735516800.0
244,30 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,19.713532,-101.158685,2024-12-30,1735516800.0
245,30 dic 2024,MX,Morelia,Calz. la Huerta,19.691892,-101.212207,2024-12-30,1735516800.0
