Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
22 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1390.375,584.1666666666666,319
22 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,1493.5,693,112
22 nov 2024,MX,Morelia,Gertrudis Bocanegra,null,760.3333333333334,360,49
22 nov 2024,MX,Morelia,Francisco Manuel Sánchez de Tagle,null,558,639,5
22 nov 2024,MX,Morelia,Aquiles Serdán,null,681.6666666666666,409.3333333333333,47
22 nov 2024,MX,Morelia,20 de Noviembre,null,905.4,550.2,27
22 nov 2024,MX,Morelia,Av. Morelos (N),null,1056.090909090909,470.09090909090907,156
22 nov 2024,MX,Morelia,Av. Solidaridad,ACCIDENT,873.6,957.6,52
22 nov 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,null,2910.0666666666666,1435.911111111111,1390
22 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1263.9,368.1,97
23 nov 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1141.1666666666667,308.5,63
23 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,986.0588235294117,351.11764705882354,377
23 nov 2024,MX,Morelia,MEX-15 / Toluca - Morelia,HAZARD,783.45,328.8,182
23 nov 2024,MX,Morelia,Av. Acueducto,null,797.75,466.6388888888889,394
23 nov 2024,MX,Morelia,Gral. Francisco J. Múgica,null,521,641.4545454545455,85
23 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,935.8235294117648,657.9411764705883,158
23 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1258.7375,801.4625,2024
23 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,685,922.3333333333334,102
23 nov 2024,MX,Morelia,Guillermo Prieto,null,801,963,34
23 nov 2024,MX,Morelia,Paseo de la República (Sector Nueva España),ACCIDENT,911.047619047619,606.8095238095239,511
23 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1542.027397260274,599.5342465753424,541
23 nov 2024,MX,Morelia,Vasco de Quiroga,null,685.25,585.625,76
23 nov 2024,MX,Morelia,Isidro Huarte,null,931,590.6666666666666,23
23 nov 2024,MX,Morelia,Av. Universidad,null,969.9166666666666,519.75,138
23 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),ACCIDENT,1920.304347826087,1461.695652173913,521
23 nov 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,659.125,543.0625,153
23 nov 2024,MX,Morelia,Francisco Márquez,null,690,577.75,26
23 nov 2024,MX,Morelia,Av. Pedregal,null,583,518,53
23 nov 2024,MX,Morelia,Ramal Camelinas,null,1745.625,387.75,86
23 nov 2024,MX,Morelia,Av. Siervo de la Nación,null,528,738,8
23 nov 2024,MX,Morelia,Héroes Anónimos de la Independencia,null,1087.2857142857142,483.35714285714283,51
23 nov 2024,MX,Morelia,Av. Periodismo,null,818.8,652.6,62
23 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,767.75,542,34
23 nov 2024,MX,Morelia,Av. Morelos Sur,null,767.5625,865,136
23 nov 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,643,511.85714285714283,398
23 nov 2024,MX,Morelia,Virrey Antonio de Bucareli,null,813.5,690.75,20
23 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1647.3469387755101,643.6326530612245,920
23 nov 2024,MX,Morelia,Virrey Antonio de Mendoza,null,1258,554.5,34
23 nov 2024,MX,Morelia,Calz. la Huerta,null,680.2857142857143,302.7142857142857,77
23 nov 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,734.2916666666666,771.1666666666666,245
24 nov 2024,MX,Morelia,Allende,ACCIDENT,537,880,8
24 nov 2024,MX,Morelia,Aquiles Serdán,null,880.2222222222222,674.7777777777778,68
24 nov 2024,MX,Morelia,Av. Pedregal,null,787.25,465,5
24 nov 2024,MX,Morelia,Allende,null,725.2666666666667,761.3333333333334,54
24 nov 2024,MX,Morelia,Paseo de la República (Sector República),null,2016.892857142857,821.5,731
24 nov 2024,MX,Morelia,Av. Acueducto,null,908.7714285714286,560.9,794
24 nov 2024,MX,Morelia,Antiguo Camino a la Huerta,null,1536.142857142857,368.42857142857144,21
24 nov 2024,MX,Morelia,Abasolo,null,576.6,625.6,34
24 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,869,468.55555555555554,100
24 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector República),ACCIDENT,1716.5,718.0625,334
24 nov 2024,MX,Morelia,Santiago Tapia,null,721,499.5,16
24 nov 2024,MX,Morelia,Av. Tata Vasco,null,587.2666666666667,584.9333333333333,66
24 nov 2024,MX,Morelia,Vasco de Quiroga,null,557,516.25,26
24 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,2310.222222222222,1042.888888888889,198
25 nov 2024,MX,Morelia,Av. Morelos (N),null,1273,700,18
25 nov 2024,MX,Morelia,Av. Acueducto,null,885.725,554.3,328
25 nov 2024,MX,Morelia,Aquiles Serdán,null,852.1875,462.125,175
25 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,1518.375,419.03125,744
25 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1412,674,10
25 nov 2024,MX,Morelia,Antiguo Camino a la Huerta,null,980.125,509.5,18
25 nov 2024,MX,Morelia,Ventura Puente,null,686,535,8
25 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1205.7575757575758,466.6969696969697,902
25 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1343.8333333333333,547,69
25 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,929.578947368421,395.36842105263156,352
25 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1591.5185185185185,426.5925925925926,582
25 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1909.625,702.375,116
25 nov 2024,MX,Morelia,Av. Michoacán,null,500,622,3
25 nov 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,634.75,501.25,27
25 nov 2024,MX,Morelia,Carpinteros de Paracho,null,581,542,33
25 nov 2024,MX,Morelia,Av. Morelos (N),HAZARD,776.0666666666667,741.1333333333333,210
25 nov 2024,MX,Morelia,Av. Tata Vasco,null,558.3333333333334,467.6666666666667,14
25 nov 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,770.25,552.125,117
25 nov 2024,MX,Morelia,Gral. Francisco J. Múgica,null,522,563,4
25 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,ROAD_CLOSED,790,427,8
26 nov 2024,MX,Morelia,Maestro Rubén Valencia Cortés,null,833.6,516.8,20
26 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,942.96,420.64,228
26 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,969.5,253.57142857142858,116
26 nov 2024,MX,Morelia,José Juan Tablada,null,750.0526315789474,319.6842105263158,225
26 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1148.4,765,43
26 nov 2024,MX,Morelia,Carpinteros de Paracho,null,644.3333333333334,539.1666666666666,29
26 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1346.4117647058824,265.1764705882353,311
26 nov 2024,MX,Morelia,Aquiles Serdán,null,792.6666666666666,456.55555555555554,73
26 nov 2024,MX,Morelia,20 de Noviembre,null,642.1111111111111,582.5555555555555,31
26 nov 2024,MX,Morelia,Av. Michoacán,null,526,527,4
26 nov 2024,MX,Morelia,Plan de Ayala,null,1012.4,585.6,32
26 nov 2024,MX,Morelia,Av. Morelos (N),null,1023.4285714285714,329,137
26 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1298.3,730.6,62
26 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,783.6666666666666,352,15
26 nov 2024,MX,Morelia,Héroe de Nacozari,null,727.5714285714286,909.4285714285714,81
26 nov 2024,MX,Morelia,Av. Morelos (N),HAZARD,702,693.8,49
26 nov 2024,MX,Morelia,Vasco de Quiroga,null,786.2,504.6,29
26 nov 2024,MX,Morelia,Av. Acueducto,null,884.7272727272727,681.1818181818181,86
26 nov 2024,MX,Morelia,Rey Tangaxoan II,null,663.1,518.8,26
27 nov 2024,MX,Morelia,Av. Morelos Sur,null,712.25,244,35
27 nov 2024,MX,Morelia,Antonio Alzate,null,796,473,7
27 nov 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,957,660.5,61
27 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1331.857142857143,580.2857142857143,141
27 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,702,895.75,13
27 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1169,420.3636363636364,225
27 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1094.1818181818182,273,170
27 nov 2024,MX,Morelia,Av. Universidad,null,1052.4,841.4,28
27 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,1021.7272727272727,598.8636363636364,210
27 nov 2024,MX,Morelia,Av. Morelos (N),null,681.5,755.75,22
27 nov 2024,MX,Morelia,Av. Acueducto,null,843.9,554.6,97
27 nov 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,715.8,211.2,31
28 nov 2024,MX,Morelia,Francisco Márquez,null,556,597,8
28 nov 2024,MX,Morelia,Av. Universidad,null,820,578.5,15
28 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,655.6,681.4,19
28 nov 2024,MX,Morelia,Antiguo Camino a la Huerta,null,628,508.3333333333333,11
28 nov 2024,MX,Morelia,Ramal Camelinas,null,2302.9375,768.5625,130
28 nov 2024,MX,Morelia,Allende,null,812.6666666666666,546.6666666666666,16
28 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1464,339,13
28 nov 2024,MX,Morelia,Av. Morelos (N),null,872.75,750.125,84
28 nov 2024,MX,Morelia,Corregidora,null,896,568.75,127
28 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1420.6451612903227,832.7741935483871,540
28 nov 2024,MX,Morelia,Maestro Rubén Valencia Cortés,null,833.5714285714286,426.85714285714283,15
28 nov 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,626,370,6
28 nov 2024,MX,Morelia,Av. Michoacán,null,778,482.5,56
28 nov 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,665.7142857142857,470.42857142857144,74
28 nov 2024,MX,Morelia,Av. Acueducto,null,846,460.5,18
28 nov 2024,MX,Morelia,Héroe de Nacozari,null,702,652.3,114
28 nov 2024,MX,Morelia,Juan Ortega y Montañes,null,574.6666666666666,310.6666666666667,16
28 nov 2024,MX,Morelia,Abasolo,null,581.5,574.25,84
28 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1001.75,460.625,99
28 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1936.5,623.875,118
28 nov 2024,MX,Morelia,Carpinteros de Paracho,null,592.8571428571429,505.7142857142857,26
28 nov 2024,MX,Morelia,Gral. Francisco J. Múgica,null,519.6666666666666,612,6
28 nov 2024,MX,Morelia,Antonio Alzate,null,793.2727272727273,589,92
28 nov 2024,MX,Morelia,Mariano Michelena,null,517,507,6
28 nov 2024,MX,Morelia,Galeana,null,675,540,8
28 nov 2024,MX,Morelia,Vicente Santa María,null,1037.8,476.6,191
29 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1412,750,13
29 nov 2024,MX,Morelia,Av. Morelos (N),null,1188,757,31
29 nov 2024,MX,Morelia,José Juan Tablada,null,898.3076923076923,540.6153846153846,130
29 nov 2024,MX,Morelia,Artilleros de 1847,null,829,2027,3
29 nov 2024,MX,Morelia,Virrey Antonio de Mendoza,null,960.75,654.4166666666666,105
29 nov 2024,MX,Morelia,Av. Universidad,null,1041.909090909091,702.7272727272727,100
29 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,2451.5538461538463,885.5076923076923,2114
29 nov 2024,MX,Morelia,Paseo de la República (Sector Revolución),null,623.3333333333334,469.6666666666667,21
29 nov 2024,MX,Morelia,Santiago Tapia,null,846,454.5,46
29 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1227.86301369863,396.3424657534247,1475
29 nov 2024,MX,Morelia,Corregidora,null,901.5555555555555,529.2962962962963,236
29 nov 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,1049,761,7
29 nov 2024,MX,Morelia,Allende,null,980.3888888888889,788.9444444444445,199
29 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,2392.3333333333335,1013.3333333333334,130
29 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1249,466,12
29 nov 2024,MX,Morelia,Av. Michoacán,null,638.6666666666666,354.22222222222223,63
29 nov 2024,MX,Morelia,Juan Ortega y Montañes,null,657,460,35
29 nov 2024,MX,Morelia,Av. Periodismo,null,850.1428571428571,463.57142857142856,30
29 nov 2024,MX,Morelia,Rey Tangaxoan II,null,593.6363636363636,514.5454545454545,52
29 nov 2024,MX,Morelia,Av. Acueducto,null,813.1666666666666,600.5,40
29 nov 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,999.6,493.53333333333336,608
29 nov 2024,MX,Morelia,Abasolo,null,574.1333333333333,611.6666666666666,119
29 nov 2024,MX,Morelia,Av. Fuentes de Morelia,null,766,536.5,26
29 nov 2024,MX,Morelia,Av. Juárez,null,922.3636363636364,230.45454545454547,128
29 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,558,536,4
29 nov 2024,MX,Morelia,Aquiles Serdán,null,677.421052631579,649.1052631578947,145
29 nov 2024,MX,Morelia,Ignacio Rayón,null,653,564,32
29 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1325.103448275862,591.7586206896551,293
29 nov 2024,MX,Morelia,Paseo de la República (Sector República),null,702,221,5
29 nov 2024,MX,Morelia,Antonio Alzate,null,704,521.5,23
29 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),ACCIDENT,1319.15625,808.65625,893
29 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,798,470,256
29 nov 2024,MX,Morelia,Fray Sebastián de Aparicio,null,571,446,6
29 nov 2024,MX,Morelia,Ventura Puente,null,611,645,30
29 nov 2024,MX,Morelia,Guillermo Prieto,null,643.25,753.75,22
29 nov 2024,MX,Morelia,Antiguo Camino a la Huerta,null,747.7333333333333,555.4666666666667,43
30 nov 2024,MX,Morelia,Guadalajara - Salamanca - Aeropuerto,null,545,489.3529411764706,54
30 nov 2024,MX,Morelia,Av. Acueducto,null,924.1136363636364,640.5454545454545,602
30 nov 2024,MX,Morelia,Francisco Márquez,null,556,568.5,26
30 nov 2024,MX,Morelia,Carpinteros de Paracho,null,751.9375,517.8125,140
30 nov 2024,MX,Morelia,Gob. Aristeo Mercado,null,657,654,9
30 nov 2024,MX,Morelia,Vicente Santa María,null,785.2,368,51
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1413.986111111111,386.375,1602
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1083,366.625,170
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,2367,731,86
30 nov 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,649.3333333333334,557,28
30 nov 2024,MX,Morelia,Guillermo Prieto,null,639.5,711,35
30 nov 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,911.78125,505.09375,219
30 nov 2024,MX,Morelia,Av. Universidad,null,730.0909090909091,684.7272727272727,153
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,1108.388888888889,453.44444444444446,369
30 nov 2024,MX,Morelia,Av. Periodismo,null,771,463.42857142857144,60
30 nov 2024,MX,Morelia,Iretiticateme,null,616,1009,8
30 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,782.3333333333334,531.6666666666666,59
30 nov 2024,MX,Morelia,Francisco Manuel Sánchez de Tagle,null,723,490,5
30 nov 2024,MX,Morelia,Av. Fuentes de Morelia,null,755,315.2857142857143,88
30 nov 2024,MX,Morelia,Av. Guadalupe Victoria,null,661.5714285714286,668.2142857142857,192
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1191.4285714285713,536.8571428571429,159
30 nov 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1237.9027777777778,523.3194444444445,2253
30 nov 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,680,472,20
30 nov 2024,MX,Morelia,Aquiles Serdán,null,573.9444444444445,528.6666666666666,189
30 nov 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,924.0909090909091,514.7272727272727,141
30 nov 2024,MX,Morelia,Héroe de Nacozari,null,680.2,679.72,310
30 nov 2024,MX,Morelia,Virrey Antonio de Mendoza,null,989.972972972973,641.7027027027027,338
30 nov 2024,MX,Morelia,Vasco de Quiroga,null,847.5,942.5,19
30 nov 2024,MX,Morelia,Av. Morelos (N),null,761,431.6666666666667,122
30 nov 2024,MX,Morelia,Av. Tata Vasco,null,597.0833333333334,487.4166666666667,85
30 nov 2024,MX,Morelia,Allende,null,898.5714285714286,739.8571428571429,87
30 nov 2024,MX,Morelia,Av. Manuel Buendía,null,544,526,6
1 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,null,676.25,432.25,32
1 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,764.5294117647059,496.7647058823529,91
1 dic 2024,MX,Morelia,Vicente Santa María,null,759.8571428571429,718,59
1 dic 2024,MX,Morelia,Allende,null,643.1875,655.125,80
1 dic 2024,MX,Morelia,Aquiles Serdán,null,929,667,33
1 dic 2024,MX,Morelia,Av. Morelos Sur,null,1187,496.5,10
1 dic 2024,MX,Morelia,Av. Tata Vasco,null,616.2,544.8,32
1 dic 2024,MX,Morelia,Circ. Bosque Monarca,null,513,3441.6666666666665,4
1 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1079.375,781.5,33
1 dic 2024,MX,Morelia,Av. Pedregal,null,591.1666666666666,416.5,61
1 dic 2024,MX,Morelia,Paseo de la República (Sector República),null,1191,739.156862745098,1330
1 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,948.2857142857143,1638.6571428571428,377
1 dic 2024,MX,Morelia,Paseo de la República (Sector República),ACCIDENT,1426.6666666666667,528.7777777777778,281
1 dic 2024,MX,Morelia,Corregidora,null,568,574.8,45
1 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector República),ACCIDENT,825.2941176470588,641,341
1 dic 2024,MX,Morelia,División del Norte,null,787,426.4,35
1 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,810.8181818181819,1112.1363636363637,131
1 dic 2024,MX,Morelia,Av. Acueducto,null,1038.304347826087,645.9565217391304,616
2 dic 2024,MX,Morelia,Vicente Santa María,null,742,590,18
2 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,null,825.5,680,15
2 dic 2024,MX,Morelia,Antonio Alzate,null,870.75,611.5,29
2 dic 2024,MX,Morelia,Ventura Puente,null,902,673,13
2 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1267.7777777777778,549.4444444444445,118
2 dic 2024,MX,Morelia,División del Norte,null,787,402,5
2 dic 2024,MX,Morelia,Av. Universidad,null,793.6666666666666,453,14
2 dic 2024,MX,Morelia,Héroe de Nacozari,null,724.6,764.6,37
2 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1269.5897435897436,501.53846153846155,766
2 dic 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1134.5,740.625,135
2 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,714.6,386.7,72
2 dic 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,1316.5,653.5,129
2 dic 2024,MX,Morelia,Av. del Estudiante,null,680,493,4
2 dic 2024,MX,Morelia,Carpinteros de Paracho,null,558.1666666666666,416.6666666666667,18
2 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),HAZARD,1119.7692307692307,432.3076923076923,207
2 dic 2024,MX,Morelia,Francisco Márquez,null,636.4,477.8,32
2 dic 2024,MX,Morelia,Virrey Antonio de Bucareli,null,1136.6666666666667,374.3333333333333,42
2 dic 2024,MX,Morelia,Circ. Bosque Monarca,null,513,3290.5,2
2 dic 2024,MX,Morelia,Av. Acueducto,null,760.0731707317074,486.4146341463415,258
2 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,998.8,581.6,122
2 dic 2024,MX,Morelia,Av. Morelos (N),null,622.5,649.1666666666666,72
2 dic 2024,MX,Morelia,Av. Guadalupe Victoria,null,728.6666666666666,618,15
2 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,1427,658,66
2 dic 2024,MX,Morelia,Av. Tata Vasco,null,565.625,511.75,37
2 dic 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,576,557,10
3 dic 2024,MX,Morelia,Vasco de Quiroga,null,796.125,388.25,33
3 dic 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,840.9090909090909,631.9090909090909,53
3 dic 2024,MX,Morelia,W. A. Mozart,null,530,384.25,36
3 dic 2024,MX,Morelia,Abasolo,null,646.3333333333334,546,29
3 dic 2024,MX,Morelia,Héroes Anónimos de la Independencia,null,1132,567.1,22
3 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,null,803,521.6363636363636,79
3 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,755.3636363636364,511.72727272727275,117
3 dic 2024,MX,Morelia,Aquiles Serdán,null,810.5,562.8333333333334,60
3 dic 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,ACCIDENT,1399.5,691.25,127
3 dic 2024,MX,Morelia,Av. Morelos Sur,null,1162,534,10
3 dic 2024,MX,Morelia,Rey Tangaxoan II,null,723.3076923076923,550.9230769230769,97
3 dic 2024,MX,Morelia,Av. Michoacán,null,850.25,673.5,27
3 dic 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,727.8974358974359,694.3333333333334,288
3 dic 2024,MX,Morelia,Santiago Tapia,null,717.7058823529412,659.4705882352941,131
3 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1250.3,710.9,87
3 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1318.3859649122808,639.2280701754386,1484
3 dic 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,ACCIDENT,943.3333333333334,852,23
3 dic 2024,MX,Morelia,Carpinteros de Paracho,null,701.375,525.875,44
3 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,829.875,598.625,38
3 dic 2024,MX,Morelia,Av. Periodismo,null,543,751,3
3 dic 2024,MX,Morelia,Av. Juan Pablo II,null,1056.75,331.6,484
3 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1102.642857142857,367,1262
3 dic 2024,MX,Morelia,Francisco Manuel Sánchez de Tagle,null,558,516,2
3 dic 2024,MX,Morelia,Av. Morelos (N),null,772.1944444444445,486.1111111111111,406
3 dic 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,null,1929.8,600,69
3 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,ACCIDENT,624.6666666666666,521.4166666666666,173
3 dic 2024,MX,Morelia,Galeana,null,655.6666666666666,570.6666666666666,18
3 dic 2024,MX,Morelia,Av. San José del Cerrito,null,506,654,3
3 dic 2024,MX,Morelia,Av. Guadalupe Victoria,null,615.625,558.5625,102
3 dic 2024,MX,Morelia,Héroe de Nacozari,null,711.8888888888889,785.8888888888889,96
3 dic 2024,MX,Morelia,Guillermo Prieto,null,742.75,595,37
4 dic 2024,MX,Morelia,Virrey Antonio de Mendoza,null,878.3,460.2,61
4 dic 2024,MX,Morelia,Héroe de Nacozari,null,735,634.4444444444445,98
4 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1249.7826086956522,591.0869565217391,701
4 dic 2024,MX,Morelia,Av. Morelos (N),null,670.1428571428571,577.5714285714286,76
4 dic 2024,MX,Morelia,Av. Acueducto,null,915.4782608695652,515.7391304347826,210
4 dic 2024,MX,Morelia,Allende,null,789.6,442,62
4 dic 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,618,408,6
4 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,784.75,438.875,51
4 dic 2024,MX,Morelia,Av. Periodismo,null,543,200.83333333333334,36
4 dic 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1245.6153846153845,564.1538461538462,116
4 dic 2024,MX,Morelia,Av. Solidaridad,null,630,504,26
4 dic 2024,MX,Morelia,Juan Ortega y Montañes,null,663,543,4
4 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,811.8,370,83
4 dic 2024,MX,Morelia,Aquiles Serdán,null,623,563,7
4 dic 2024,MX,Morelia,Av. Guadalupe Victoria,null,666.6,592.6,30
4 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1309.4545454545455,753.9090909090909,276
4 dic 2024,MX,Morelia,Abasolo,null,618.6666666666666,423,15
4 dic 2024,MX,Morelia,Cuautla,null,762.5714285714286,338.2857142857143,52
4 dic 2024,MX,Morelia,Av. Universidad,null,986.125,613.9375,136
4 dic 2024,MX,Morelia,Guillermo Prieto,null,1037,629.5,21
4 dic 2024,MX,Morelia,Carpinteros de Paracho,null,513,598,2
5 dic 2024,MX,Morelia,Av. Morelos (N),null,687.5555555555555,579.3333333333334,102
5 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,1088,179,43
5 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1075.6666666666667,551.3333333333334,69
5 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1085.6923076923076,506.46153846153845,377
5 dic 2024,MX,Morelia,Carpinteros de Paracho,null,648,625,7
5 dic 2024,MX,Morelia,Santiago Tapia,null,820.8333333333334,906.5,39
5 dic 2024,MX,Morelia,Rey Tangaxoan II,null,652.6,543.3333333333334,50
5 dic 2024,MX,Morelia,Margarita Maza de Juárez,null,836.75,571.5,35
5 dic 2024,MX,Morelia,Héroe de Nacozari,null,720.1428571428571,569.7142857142857,106
5 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1359.8,171.4,109
5 dic 2024,MX,Morelia,Av. Francisco I. Madero Oriente,HAZARD,2252.4166666666665,583.25,107
5 dic 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1264.4727272727273,670.2363636363636,1267
5 dic 2024,MX,Morelia,Aquiles Serdán,null,727.8,669.7,75
5 dic 2024,MX,Morelia,Av. Periodismo,null,572,655,5
5 dic 2024,MX,Morelia,Antonio Alzate,null,870.5714285714286,522.1428571428571,49
5 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,ACCIDENT,589,352.25,46
5 dic 2024,MX,Morelia,Av. Acueducto,null,919.6,485.4,234
5 dic 2024,MX,Morelia,Abasolo,null,653,662,6
5 dic 2024,MX,Morelia,Vicente Santa María,null,891.35,427.7,165
5 dic 2024,MX,Morelia,Amado Nervo,null,597,471.5,6
5 dic 2024,MX,Morelia,Rey Tariácuri,null,509,396.3333333333333,22
5 dic 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1084.128205128205,615.0897435897435,899
