Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
1 ene 2024,MX,Morelia,,HAZARD,741,539.2857142857143,35
2 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1211.8857142857144,669.6857142857143,375
2 ene 2024,MX,Morelia,Ing. Pascual Ortiz Rubio,null,775.25,362.5,11
2 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1294.8974358974358,496,412
2 ene 2024,MX,Morelia,Av. Morelos (N),null,968.4444444444445,485.22222222222223,79
2 ene 2024,MX,Morelia,MEX-14 / Morelia - Pátzcuaro,null,611,395.875,46
2 ene 2024,MX,Morelia,Calz. la Huerta,null,904.1428571428571,143.57142857142858,87
2 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,767.5,507.3,78
2 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,562,393,42
3 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,922.2727272727273,597.030303030303,169
3 ene 2024,MX,Morelia,20 de Noviembre,null,750,469,38
3 ene 2024,MX,Morelia,Juan Ortega y Montañes,null,557,517,15
3 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1183.671052631579,219.31578947368422,1190
3 ene 2024,MX,Morelia,Allende,null,811,769.125,44
3 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,539,536,5
3 ene 2024,MX,Morelia,Av. Morelos (N),null,816.2,614.4,57
3 ene 2024,MX,Morelia,Vicente Santa María,null,601.5714285714286,542.1428571428571,24
3 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,750.1666666666666,477.21666666666664,423
3 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,1485,545,6
3 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,940.7592592592592,636.2962962962963,384
3 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1959,710.5,7
3 ene 2024,MX,Morelia,Abasolo,null,628.2222222222222,478.6111111111111,160
3 ene 2024,CO,Morelia,Vda. Frascate,null,530,916,4
3 ene 2024,MX,Morelia,Av. Pedregal,null,1096.5,473,8
3 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,775.2926829268292,375.5853658536585,319
3 ene 2024,MX,Morelia,MICH-171 / Antigua Carretera a Pátzcuaro,null,1169,74,3
4 ene 2024,MX,Morelia,Vicente Santa María,null,543,540.25,12
4 ene 2024,MX,Morelia,Av. Morelos Sur,null,1017.6290322580645,566.4032258064516,479
4 ene 2024,MX,Morelia,Allende,null,937.5,628.5,24
4 ene 2024,MX,Morelia,Av. Guadalupe Victoria,HAZARD,683.8571428571429,635.9428571428572,186
4 ene 2024,MX,Morelia,Batallón de Matamoros,null,533,764,4
4 ene 2024,MX,Morelia,20 de Noviembre,null,697.2,568.8,32
4 ene 2024,MX,Morelia,Héroe de Nacozari,null,615,527,149
4 ene 2024,MX,Morelia,Aquiles Serdán,null,571.8,586.2,25
4 ene 2024,MX,Morelia,Av. Acueducto,null,747,692,8
4 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1231,464.09090909090907,197
4 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,896.5373134328358,621.4328358208955,496
4 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,727.8125,421.5625,217
4 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,839,670.25,20
4 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1469.1176470588234,354.6470588235294,115
4 ene 2024,MX,Morelia,Av. Michoacán,null,639.3333333333334,410.5,23
4 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,985.8548387096774,575.6290322580645,686
4 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,509,217,3
4 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1071.3333333333333,282.4166666666667,306
4 ene 2024,MX,Morelia,Av. Morelos (N),null,799,389.25,44
4 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),ACCIDENT,2062.6363636363635,499.6363636363636,100
4 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,586.4,444.6,44
4 ene 2024,MX,Morelia,Juan Ortega y Montañes,null,598.6,624.2,42
4 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1239.25,670.9,1292
4 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,917.6666666666666,279.1666666666667,28
5 ene 2024,MX,Morelia,Abasolo,null,577.5555555555555,750.2222222222222,58
5 ene 2024,MX,Morelia,Guillermo Prieto,HAZARD,743.8,588.2,40
5 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1557.0833333333333,544.25,123
5 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,ACCIDENT,1943.5,385.2857142857143,137
5 ene 2024,MX,Morelia,Corregidora,null,1124.5555555555557,486.1111111111111,47
5 ene 2024,MX,Morelia,Héroe de Nacozari,null,670.0666666666667,604.2,151
5 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1590.1363636363637,608.0454545454545,250
5 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,903.1363636363636,685.1363636363636,182
5 ene 2024,MX,Morelia,Av. Guadalupe Victoria,HAZARD,604.8125,692.9375,128
5 ene 2024,MX,Morelia,Av. Solidaridad,null,834.2285714285714,501.9142857142857,261
5 ene 2024,MX,Morelia,Aquiles Serdán,null,729.7692307692307,677.5384615384615,77
5 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,991.9375,433,68
5 ene 2024,MX,Morelia,Vasco de Quiroga,null,980,640.25,30
5 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,705.8461538461538,540.5384615384615,101
5 ene 2024,MX,Morelia,Antonio Alzate,null,563.8571428571429,614.3333333333334,95
5 ene 2024,MX,Morelia,Av. Morelos Sur,null,922.3853211009174,570.1651376146789,870
5 ene 2024,MX,Morelia,Allende,null,922.9677419354839,585.5483870967741,243
5 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1266.6666666666667,340.05555555555554,314
5 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,1017.8965517241379,797.948275862069,468
5 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,1367,623,12
5 ene 2024,MX,Morelia,Juan Ortega y Montañes,null,623.4,739.8,30
5 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,979.7567567567568,648.081081081081,265
6 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1024.5454545454545,504.1212121212121,376
6 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,864.5,567.6666666666666,164
6 ene 2024,MX,Morelia,Av. Tata Vasco,null,615.4074074074074,591.1481481481482,324
6 ene 2024,MX,Morelia,Francisco Márquez,null,608.4,759.1,68
6 ene 2024,MX,Morelia,Ocampo,null,709.8333333333334,479.0833333333333,60
6 ene 2024,MX,Morelia,Corregidora,null,634,439,6
6 ene 2024,MX,Morelia,Abasolo,null,534,954,9
6 ene 2024,MX,Morelia,Av. del Estudiante,null,680,507.3333333333333,32
6 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,1118.5675675675675,426.7837837837838,839
6 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1163.1142857142856,378.37142857142857,313
6 ene 2024,MX,Morelia,Carpinteros de Paracho,null,669.5357142857143,716.25,234
6 ene 2024,MX,Morelia,Aquiles Serdán,null,668.1818181818181,637.9545454545455,149
6 ene 2024,MX,Morelia,20 de Noviembre,null,691.0714285714286,456.57142857142856,83
6 ene 2024,MX,Morelia,Guillermo Prieto,null,709,568.5,11
6 ene 2024,MX,Morelia,Manuel Muñiz,null,625.9473684210526,666.1578947368421,91
6 ene 2024,MX,Morelia,Virrey Antonio de Bucareli,null,1178.4444444444443,851.3333333333334,73
6 ene 2024,MX,Morelia,Héroe de Nacozari,null,635,843,20
6 ene 2024,MX,Morelia,Andrés Quintana Roo,null,597,466.6666666666667,19
6 ene 2024,MX,Morelia,Blvd. García de León,null,635,621.5,22
6 ene 2024,MX,Morelia,Vicente Guerrero,null,732,460,8
6 ene 2024,MX,Morelia,Av. Morelos (N),null,1157.8333333333333,646.8333333333334,117
6 ene 2024,MX,Morelia,Cuautla,null,707.2592592592592,406.48148148148147,158
6 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,963.4347826086956,803.7391304347826,198
6 ene 2024,MX,Morelia,Av. Guadalupe Victoria,HAZARD,720.1333333333333,723.7333333333333,91
6 ene 2024,MX,Morelia,Lago de Pátzcuaro,null,558,520.5,8
6 ene 2024,MX,Morelia,Plan de Ayala,null,705.1176470588235,545.5294117647059,107
6 ene 2024,MX,Morelia,Av. Periodismo,null,527,1087.5,8
6 ene 2024,MX,Morelia,Av. Solidaridad,null,858.9638554216867,435.6024096385542,1244
6 ene 2024,MX,Morelia,Juan Ortega y Montañes,null,536.5,446.125,34
6 ene 2024,MX,Morelia,Galeana,null,675,491.2857142857143,145
6 ene 2024,MX,Morelia,Allende,null,755.7272727272727,435.3636363636364,55
6 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,649.3333333333334,540.9166666666666,85
6 ene 2024,MX,Morelia,Ignacio Rayón,null,653,541.4285714285714,40
6 ene 2024,MX,Morelia,Av. Morelos Sur,null,761.65625,474.5625,165
6 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),ACCIDENT,1879,707.4285714285714,153
6 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,680.8,343,26
6 ene 2024,MX,Morelia,Antonio Alzate,null,875.0769230769231,740.6923076923077,87
6 ene 2024,MX,Morelia,Serapio Rendón,null,599,603.5714285714286,72
6 ene 2024,MX,Morelia,Santiago Tapia,null,586.1666666666666,575,25
6 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1850.4,470.26666666666665,241
6 ene 2024,MX,Morelia,Av. Manuel Buendía,null,540.2,594.6,20
6 ene 2024,MX,Morelia,,null,1000.4,270.93333333333334,49
7 ene 2024,MX,Morelia,Mayas,null,612.1,600.5,109
7 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,2150.133333333333,413.4,76
7 ene 2024,MX,Morelia,Av. Morelos (N),null,985.5,346.125,62
7 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,816.1818181818181,591.2272727272727,437
7 ene 2024,MX,Morelia,Allende,null,572,660,12
7 ene 2024,MX,Morelia,Calz. Juárez,null,983.3333333333334,219,28
7 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,936.6818181818181,527.7272727272727,554
7 ene 2024,MX,Morelia,Heber Soto Fierro,null,509,398.4,25
7 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),HAZARD,1283.3214285714287,849.8214285714286,549
7 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,953,480,44
7 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,638,400,12
8 ene 2024,MX,Morelia,Av. Michoacán,null,866.8333333333334,727.3333333333334,26
8 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,655.6153846153846,783.5384615384615,83
8 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,628,1259.3333333333333,16
8 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,727.8888888888889,722.3333333333334,29
8 ene 2024,MX,Morelia,Av. San Juanito Itzícuaro,null,630,590.4,20
8 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),HAZARD,2606.909090909091,794.6363636363636,410
8 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,4429.5,1139.5,48
8 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,911.8571428571429,315.42857142857144,127
8 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,539,672,12
8 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1154.1284403669724,581.4587155963303,1333
8 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1256.7142857142858,472.7857142857143,195
8 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,1319.8,425.65,300
8 ene 2024,CO,Morelia,Morelia-Belén de los Andaquíes / RN65-02,null,3003.75,2243.21875,118
8 ene 2024,MX,Morelia,Av. Michoacán,HAZARD,656,575,3
8 ene 2024,MX,Morelia,Av. Morelos (N),null,715.90625,292.96875,317
8 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1174.25,511.25,32
8 ene 2024,MX,Morelia,Av. Periodismo,null,1268,590,8
9 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1757.2857142857142,394.57142857142856,18
9 ene 2024,MX,Morelia,Av. Universidad,null,827.8,730.8,22
9 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1718.9464285714287,718.5178571428571,583
9 ene 2024,MX,Morelia,Rey Tariácuri,null,509,499,4
9 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,995.047619047619,463.5238095238095,135
9 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,608.6666666666666,553.4444444444445,39
9 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,767.5416666666666,585.5833333333334,303
9 ene 2024,MX,Morelia,Francisco Márquez,null,644.3333333333334,688.3333333333334,18
9 ene 2024,MX,Morelia,Av. Periodismo,null,727.8,450.6,15
9 ene 2024,MX,Morelia,Av. Juan Pablo II,null,942.0526315789474,633.5263157894736,137
9 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),ACCIDENT,1263,563.5,15
9 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,846.75,406,46
9 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1186.3636363636363,457.1818181818182,149
9 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,905.2857142857143,564.7142857142857,45
9 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,684.1666666666666,687.5,41
9 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,600.2,315.1333333333333,150
10 ene 2024,MX,Morelia,Av. Morelos (N),null,801.9583333333334,335.25,315
10 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),ACCIDENT,1815.0555555555557,631.2222222222222,73
10 ene 2024,MX,Morelia,Oriente - Poniente,null,527,1296,18
10 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,2681,201,164
10 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,899.2727272727273,586.9090909090909,25
10 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,821.5,549,16
10 ene 2024,MX,Morelia,Rey Tariácuri,null,596,602,5
10 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,871.8095238095239,506.1904761904762,100
10 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1591.5714285714287,468.65714285714284,1684
10 ene 2024,MX,Morelia,Av. Juan Pablo II,null,1149,2388,5
10 ene 2024,MX,Morelia,Av. Universidad,null,606.8333333333334,430.1666666666667,43
10 ene 2024,MX,Morelia,Av. Acueducto,null,871.0952380952381,566.1904761904761,188
11 ene 2024,MX,Morelia,Av. Siervo de la Nación,null,963.75,615.125,62
11 ene 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,null,1477.6415094339623,668.7735849056604,718
11 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,859.825,404.775,202
11 ene 2024,MX,Morelia,Av. Siervo de la Nación,HAZARD,695.1428571428571,642.2857142857143,27
11 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1505.2421052631578,393.7263157894737,1784
11 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1215.764705882353,401.3529411764706,152
11 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,748.1333333333333,274.06666666666666,176
11 ene 2024,MX,Morelia,Abasolo,null,632,852,10
11 ene 2024,MX,Morelia,MEX-43 / Morelia - Salamanca,ACCIDENT,1108.9285714285713,662.2142857142857,334
11 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,null,1212,552.0909090909091,78
11 ene 2024,MX,Morelia,Av. Acueducto,null,837.8125,695.9375,165
11 ene 2024,CO,Morelia,Morelia-Belén de los Andaquíes / RN65-02,null,3426,744.9230769230769,46
11 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,990.9375,605.4375,179
11 ene 2024,MX,Morelia,Av. Morelos (N),null,868.3548387096774,615.9354838709677,459
11 ene 2024,MX,Morelia,MEX-15 / Morelia - Jiquilpan,HAZARD,1186.5333333333333,317.06666666666666,71
12 ene 2024,MX,Morelia,Héroe de Nacozari,null,709,897,13
12 ene 2024,MX,Morelia,Av. Morelos (N),null,767.9444444444445,423.1666666666667,298
12 ene 2024,MX,Morelia,Ventura Puente,null,920,386.85714285714283,77
12 ene 2024,MX,Morelia,Guillermo Prieto,null,553.3333333333334,584.8333333333334,37
12 ene 2024,MX,Morelia,Av. Acueducto,null,805.7,711.4,49
12 ene 2024,MX,Morelia,Av. Michoacán,null,890.7142857142857,412.2857142857143,21
12 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,1011,394.85714285714283,42
12 ene 2024,MX,Morelia,Gral. Mariano Monterde,null,524,550.2,48
12 ene 2024,MX,Morelia,Manuel Pérez Coronado,null,550.5,970.5,10
12 ene 2024,MX,Morelia,Av. Periodismo,null,780.8,685,40
12 ene 2024,MX,Morelia,Av. Universidad,HAZARD,742.1111111111111,622.7777777777778,33
12 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,918,510,9
12 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1072.5384615384614,627.0769230769231,216
12 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,909.8571428571429,436.57142857142856,68
12 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,735,205,6
12 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),ACCIDENT,756,95.8,59
12 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1706.603305785124,603.4297520661157,2420
12 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,657.3,962.1,48
12 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,620,568,8
12 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,963.2272727272727,591.0909090909091,209
12 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1737.7777777777778,502.962962962963,862
13 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1494.2222222222222,293.77777777777777,190
13 ene 2024,MX,Morelia,Av. Juan Pablo II,null,1943,563,12
13 ene 2024,MX,Morelia,Paseo de la República (Sector República),null,925.25,568.375,46
13 ene 2024,MX,Morelia,Av. Michoacán,null,723.8571428571429,505.7142857142857,30
13 ene 2024,MX,Morelia,Manuel Muñiz,null,575,967,20
13 ene 2024,MX,Morelia,Av. Juan Pablo II,ACCIDENT,690.7272727272727,471.3636363636364,176
13 ene 2024,MX,Morelia,Av. Universidad,HAZARD,711,625,32
13 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,815,569.8333333333334,46
13 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,670.3333333333334,544.5555555555555,63
13 ene 2024,MX,Morelia,Av. Acueducto,null,776.9545454545455,839.2727272727273,205
13 ene 2024,MX,Morelia,Av. Morelos Sur,null,638.2857142857143,612,36
14 ene 2024,MX,Morelia,Av. Pedregal,null,533,563,3
14 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1096.2,652.8,78
14 ene 2024,MX,Morelia,Av. Juan Pablo II,ACCIDENT,599.6666666666666,451.3333333333333,205
14 ene 2024,MX,Morelia,Av. Michoacán,null,701.7333333333333,370.73333333333335,130
14 ene 2024,MX,Morelia,Av. Acueducto,null,770.75,711,35
14 ene 2024,MX,Morelia,Allende,null,912,683.25,16
14 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1011.28125,572.8125,443
14 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,772.6818181818181,445.22727272727275,125
14 ene 2024,MX,Morelia,Av. Juan Pablo II,null,699.0909090909091,405.90909090909093,86
15 ene 2024,MX,Morelia,Av. Acueducto,null,740.125,666.625,125
15 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),ACCIDENT,1721.4642857142858,830.2857142857143,580
15 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,764,742,72
15 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1276.1176470588234,562.0588235294117,141
15 ene 2024,MX,Morelia,Av. Morelos (N),null,1014.2631578947369,567.7368421052631,317
15 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,674,495.5,37
15 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,1265.4,629.6,75
15 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1354.0645161290322,579.5806451612904,438
15 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,889.5,673.5833333333334,24
15 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1513.4285714285713,658.9285714285714,376
15 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),ACCIDENT,793,333,124
15 ene 2024,MX,Morelia,Héroe de Nacozari,null,709,607,14
15 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1576.6363636363637,481.6363636363636,205
15 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1296,374.5,37
16 ene 2024,MX,Morelia,Av. Acueducto,null,814.3157894736842,744.5263157894736,255
16 ene 2024,MX,Morelia,Av. Morelos (N),null,847.8571428571429,499.25,301
16 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,788.1111111111111,466.1111111111111,101
16 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,785.6666666666666,356,23
16 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,929.4444444444445,390.22222222222223,64
16 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,662.2857142857143,447,46
16 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Revolución),null,1612.25,487.14285714285717,614
16 ene 2024,MX,Morelia,Rey Tangaxoan II,null,682,507.1111111111111,43
16 ene 2024,MX,Morelia,Calz. Juárez,null,992,984.75,8
17 ene 2024,MX,Morelia,Av. Acueducto,null,854.4444444444445,725.6666666666666,200
17 ene 2024,MX,Morelia,20 de Noviembre,null,605,602,6
17 ene 2024,MX,Morelia,Av. Universidad,null,744,622,4
17 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1375.5,573.4,157
17 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,887,614.4,30
17 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,899.48,523.04,475
17 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1617.6,547.2,111
17 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,819.8235294117648,346.70588235294116,234
17 ene 2024,MX,Morelia,Blvd. García de León,null,612,508,55
17 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1351.021582733813,443.3021582733813,3039
17 ene 2024,MX,Morelia,Rey Tangaxoan II,ACCIDENT,789.7368421052631,480.2631578947368,185
17 ene 2024,MX,Morelia,Av. Río Grande de Morelia,null,886,550,2
17 ene 2024,MX,Morelia,Rey Tangaxoan II,null,901.9066666666666,598.2933333333333,702
18 ene 2024,MX,Morelia,Av. Morelos (N),null,597,628,7
18 ene 2024,MX,Morelia,Manuel Muñiz,null,671,529.6666666666666,42
18 ene 2024,MX,Morelia,Rey Tangaxoan II,null,844.1621621621622,606.8648648648649,280
18 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,586,747.5,12
18 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector República),null,907.8235294117648,806.6470588235294,59
18 ene 2024,MX,Morelia,Av. Acueducto,null,747,558.7777777777778,70
18 ene 2024,MX,Morelia,Paseo de la República (Sector Nueva España),null,1076.6842105263158,435.7368421052632,414
18 ene 2024,MX,Morelia,Av. Universidad,null,950.3076923076923,539.6153846153846,93
18 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1278.7076923076922,475.03076923076924,1166
18 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1026.7142857142858,418.57142857142856,63
18 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1115,653,18
18 ene 2024,MX,Morelia,Luis de León Romano,null,644,574,5
18 ene 2024,MX,Morelia,Av. Periodismo,null,534,750.3333333333334,12
18 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,1211.576923076923,364.65384615384613,488
19 ene 2024,MX,Morelia,Plan de Ayala,null,747,818,2
19 ene 2024,MX,Morelia,20 de Noviembre,null,615,485.6,17
19 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,698.0833333333334,746,86
19 ene 2024,MX,Morelia,Av. Héroes de Nocupétaro,null,677.5,635.75,102
19 ene 2024,MX,Morelia,Antiguo Camino a la Huerta,null,1135,373,6
19 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,816.952380952381,465.23809523809524,240
19 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,null,1074.578431372549,775.9117647058823,1003
19 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,613.7777777777778,632.1111111111111,97
19 ene 2024,MX,Morelia,Av. Universidad,null,982.3,831.3,91
19 ene 2024,MX,Morelia,Av. Michoacán,null,889.32,723.32,189
19 ene 2024,MX,Morelia,Calz. la Huerta,null,1249.5714285714287,375.85714285714283,59
19 ene 2024,MX,Morelia,Margarita Maza de Juárez,null,978,604.6,54
19 ene 2024,MX,Morelia,Vicente Santa María,null,1251.4285714285713,501.42857142857144,45
19 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Independencia),null,1344.7831325301204,494.31325301204816,1542
19 ene 2024,MX,Morelia,Av. Siervo de la Nación,null,948.25,376.8333333333333,76
19 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,620,542.8888888888889,56
19 ene 2024,MX,Morelia,Cuautla,null,614,754,4
19 ene 2024,MX,Morelia,Av. Morelos (N),null,996.0769230769231,544.3846153846154,184
19 ene 2024,MX,Morelia,Héroe de Nacozari,null,600,964,8
19 ene 2024,MX,Morelia,Guillermo Prieto,null,847,601,9
19 ene 2024,MX,Morelia,Anáhuac,null,584,660,3
19 ene 2024,MX,Morelia,Av. Periodismo,null,657,863.25,39
19 ene 2024,MX,Morelia,Av. Gral. Lázaro Cárdenas,null,1482.375,630.9375,185
19 ene 2024,MX,Morelia,Guillermo Prieto,HAZARD,967.9,680.2,113
20 ene 2024,MX,Morelia,Av. Guadalupe Victoria,null,688.9285714285714,816.4285714285714,83
20 ene 2024,MX,Morelia,Av. Francisco I. Madero Poniente,HAZARD,1311.5,1027,153
20 ene 2024,MX,Morelia,Virrey Antonio de Mendoza,null,887,593,5
20 ene 2024,MX,Morelia,Francisco Márquez,null,556,447,38
20 ene 2024,MX,Morelia,Periférico Paseo de la República (Sector Nueva España),null,856,282,57
20 ene 2024,MX,Morelia,Lateral Francisco I. Madero Ote.,null,696.2727272727273,714.0909090909091,59
20 ene 2024,MX,Morelia,Av. Francisco I. Madero Oriente,null,952.8571428571429,451.98571428571427,827
