,Date,Country,City,Street,Latitude,Longitude
5650,6 may 2025,MX,Guadalajara,Av. Niños Héroes,20.66648,-103.38664
5651,6 may 2025,MX,Zapopan,Av. Guadalupe,20.659089,-103.446399
5652,6 may 2025,MX,Guadalajara,Av. Acueducto,20.706964,-103.404823
5653,6 may 2025,MX,Zapopan,Carriles Centrales,20.630069,-103.416886
5654,6 may 2025,MX,Guadalajara,Av. González Gallo Izquierda,20.65298,-103.338355
5655,6 may 2025,MX,Guadalajara,Av. Artesanos,20.682724,-103.29481
5656,6 may 2025,MX,Guadalajara,Av. Plutarco Elías Calles,20.678062,-103.294536
5657,6 may 2025,MX,Zapopan,Av. Circuito del Bosque,20.717774,-103.473934
5658,6 may 2025,MX,Tlaquepaque,Hacienda de La Calerilla,20.593183,-103.39909
5659,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.767772,-103.44379
5660,6 may 2025,MX,Guadalajara,Av. de las Américas,20.688579,-103.373305
5661,6 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.591975,-103.333388
5662,6 may 2025,MX,Guadalajara,Industria,20.678429,-103.337613
5663,6 may 2025,MX,Zapopan,Antiguo Camino a Tesistán,20.758179,-103.438434
5664,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,20.682024,-103.35923
5665,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.628813,-103.296272
5666,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.712123,-103.435965
5667,6 may 2025,MX,Guadalajara,Circunvalación de Oblatos,20.691159,-103.307788
5668,6 may 2025,MX,Zapopan,Industria Mecánica,20.742556,-103.390375
5669,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.623419,-103.311365
5670,6 may 2025,MX,Zapopan,Blvd. Puerta de Hierro,20.709814,-103.414239
5671,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.662006,-103.448981
5672,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.638045,-103.411533
5673,6 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.726773,-103.315169
5674,6 may 2025,MX,Guadalajara,Av. Javier Mina,20.664163,-103.29919
5675,6 may 2025,MX,Zapopan,Av. Valle de San Isidro,20.748095,-103.385744
5676,6 may 2025,MX,Zapopan,Av. Guadalupe,20.662426,-103.423204
5677,6 may 2025,MX,Tlaquepaque,Av. Patria,20.629438,-103.285529
5678,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.734774,-103.40819
5679,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.663713,-103.330637
5680,6 may 2025,MX,Zapopan,Av. Guadalupe,20.635982,-103.460272
5681,6 may 2025,MX,Zapopan,Av. Rafael Sanzio,20.6682,-103.431579
5682,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.623447,-103.31109
5683,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.759255,-103.432493
5684,6 may 2025,MX,Zapopan,Av. Santa Margarita,20.730973,-103.412126
5685,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.705861,-103.349015
5686,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.578256,-103.364417
5687,6 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.718274,-103.318426
5688,6 may 2025,MX,Zapopan,Avenida Patria,20.711687,-103.406604
5689,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.605374,-103.399894
5690,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.655262,-103.400088
5691,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias / Av. Servidor Público,20.717421,-103.427502
5692,6 may 2025,MX,Guadalajara,Mar Rojo,20.699723,-103.373352
5693,6 may 2025,MX,Guadalajara,Calz. del Ejército,20.664507,-103.333294
5694,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.708575,-103.369474
5695,6 may 2025,MX,Zapopan,Calz. Central,20.679659,-103.44523
5696,6 may 2025,MX,Zapopan,Eca do Queirós,20.690589,-103.418025
5697,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.602513,-103.378234
5698,6 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.705212,-103.32549
5699,6 may 2025,MX,Guadalajara,Calz. del Federalismo Sur,20.670695,-103.354702
5700,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.599575,-103.436792
5701,6 may 2025,MX,Tlaquepaque,La Malinche,20.597917,-103.381886
5702,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.721242,-103.320918
5703,6 may 2025,MX,Zapopan,Av. Guadalupe,20.659245,-103.44625
5704,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.647007,-103.360655
5705,6 may 2025,MX,Tlaquepaque,Florida,20.642847,-103.315276
5706,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.682757,-103.438607
5707,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.604654,-103.43366
5708,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.698694,-103.353731
5709,6 may 2025,MX,Guadalajara,Av. Río Nilo,20.64326,-103.280104
5710,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.643107,-103.408095
5711,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Sur,20.6717,-103.359364
5712,6 may 2025,MX,Tlaquepaque,Aeropuerto,20.589356,-103.322821
5713,6 may 2025,MX,Guadalajara,Av. Javier Mina,20.674786,-103.339018
5714,6 may 2025,MX,Guadalajara,Av. Gobernador Luis G. Curiel,20.618163,-103.344584
5715,6 may 2025,MX,Zapopan,Av. Acueducto,20.716232,-103.412189
5716,6 may 2025,MX,Guadalajara,,20.709622,-103.360644
5717,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.711589,-103.437139
5718,6 may 2025,MX,Tlaquepaque,Independencia,20.605495,-103.418946
5719,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.651069,-103.368137
5720,6 may 2025,MX,Tlaquepaque,Prolongación Av. Colón,20.581676,-103.427123
5721,6 may 2025,MX,Guadalajara,José María Vigil,20.689848,-103.373807
5722,6 may 2025,MX,Zapopan,,20.736147,-103.540643
5723,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.604328,-103.39856
5724,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.629426,-103.333784
5725,6 may 2025,MX,Guadalajara,Herrera y Cairo,20.683284,-103.372223
5726,6 may 2025,MX,Zapopan,,20.720727,-103.4239
5727,6 may 2025,MX,Guadalajara,Calz. del Federalismo Norte,20.689759,-103.353768
5728,6 may 2025,MX,Zapopan,Lateral Av. Mariano Otero,20.652543,-103.396066
5729,6 may 2025,MX,Tlaquepaque,Hidalgo,20.638944,-103.292759
5730,6 may 2025,MX,Zapopan,Avenida Patria,20.709058,-103.408817
5731,6 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.608049,-103.338931
5732,6 may 2025,MX,Zapopan,Av. Aviación,20.725198,-103.453233
5733,6 may 2025,MX,Guadalajara,Retorno,20.650466,-103.367731
5734,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.647926,-103.36237
5735,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.658787,-103.382756
5736,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.747462,-103.416483
5737,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.666549,-103.375448
5738,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.625689,-103.433669
5739,6 may 2025,MX,Tlaquepaque,Av. Magallanes,20.564934,-103.443891
5740,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.678741,-103.420022
5741,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.658112,-103.447304
5742,6 may 2025,MX,Zapopan,Av. Patria,20.690073,-103.416047
5743,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.663929,-103.330983
5744,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.650833,-103.40302
5745,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.628584,-103.417792
5746,6 may 2025,MX,Tlaquepaque,Juárez,20.54984,-103.44353
5747,6 may 2025,MX,Zapopan,Av. Patria,20.679764,-103.421537
5748,6 may 2025,MX,Zapopan,Av. Santa Margarita,20.729687,-103.438426
5749,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.578643,-103.343216
5750,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.677408,-103.343989
5751,6 may 2025,MX,Zapopan,Av. 5 de Mayo,20.711926,-103.452499
5752,6 may 2025,MX,Zapopan,Puerto Vallarta / Retorno,20.697596,-103.453361
5753,6 may 2025,MX,Guadalajara,Av. Benito Juárez,20.675081,-103.349508
5754,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.784493,-103.466805
5755,6 may 2025,MX,Guadalajara,Roble,20.654692,-103.369938
5756,6 may 2025,MX,Zapopan,Lateral Av. Patria,20.713046,-103.379637
5757,6 may 2025,MX,Zapopan,Lateral Av. Patria,20.713135,-103.375476
5758,6 may 2025,MX,Guadalajara,,20.640327,-103.3518
5759,6 may 2025,MX,Guadalajara,Arista,20.688148,-103.369164
5760,6 may 2025,MX,Guadalajara,Av. Cruz del Sur,20.641781,-103.388889
5761,6 may 2025,MX,Guadalajara,,20.695918,-103.348193
5762,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Sur,20.676084,-103.359422
5763,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.738981,-103.404489
5764,6 may 2025,MX,Guadalajara,Lope de Vega,20.674878,-103.379993
5765,6 may 2025,MX,Guadalajara,Av. Benito Juárez,20.675047,-103.351012
5766,6 may 2025,MX,Guadalajara,Calle 13,20.642174,-103.346227
5767,6 may 2025,MX,Zapopan,Av. Patria,20.698703,-103.415908
5768,6 may 2025,MX,Tlaquepaque,Cardenal,20.606249,-103.339272
5769,6 may 2025,MX,Guadalajara,Av. de las Américas,20.706387,-103.377062
5770,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.646753,-103.360182
5771,6 may 2025,MX,Guadalajara,Aldama,20.661772,-103.311798
5772,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.695355,-103.373437
5773,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.578458,-103.388007
5774,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.715173,-103.429407
5775,6 may 2025,MX,Guadalajara,Av. de las Américas,20.686868,-103.373348
5776,6 may 2025,MX,Guadalajara,Lope de Vega,20.670529,-103.37999
5777,6 may 2025,MX,Zapopan,Av. Patria,20.692029,-103.415135
5778,6 may 2025,MX,Guadalajara,Lateral Av. de las Américas,20.695666,-103.373426
5779,6 may 2025,MX,Zapopan,Retorno,20.694511,-103.415317
5780,6 may 2025,MX,Zapopan,Av. Acueducto,20.714865,-103.410937
5781,6 may 2025,MX,Zapopan,Av. General Ramón Corona,20.73125,-103.45315
5782,6 may 2025,MX,Guadalajara,Ramón Corona,20.667947,-103.346066
5783,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.740095,-103.388901
5784,6 may 2025,MX,Guadalajara,,20.609361,-103.340665
5785,6 may 2025,MX,Guadalajara,Av. Jesús Reyes Heroles,20.618846,-103.375315
5786,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.623384,-103.29007
5787,6 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,20.672571,-103.40743
5788,6 may 2025,MX,Guadalajara,Av. Cruz del Sur,20.652495,-103.372667
5789,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.704607,-103.42676
5790,6 may 2025,MX,Zapopan,Libra,20.684888,-103.41352
5791,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.653552,-103.401225
5792,6 may 2025,MX,Zapopan,Blvd. del Vigía,20.732408,-103.393198
5793,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.683498,-103.381366
5794,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.630674,-103.416528
5795,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.624778,-103.420216
5796,6 may 2025,MX,Guadalajara,Salvador López Chávez,20.650261,-103.336541
5797,6 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.601114,-103.403834
5798,6 may 2025,MX,Tlaquepaque,Prol. Gobernador Curiel,20.597709,-103.345212
5799,6 may 2025,MX,Guadalajara,Av. Montevideo,20.692124,-103.398001
5800,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.716994,-103.427327
5801,6 may 2025,MX,Guadalajara,Nicolás Romero,20.679405,-103.362224
5802,6 may 2025,MX,Zapopan,Av. Acueducto,20.720561,-103.415366
5803,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.691743,-103.375923
5804,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.733964,-103.363184
5805,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.630795,-103.336439
5806,6 may 2025,MX,Guadalajara,Carriles Centrales,20.690869,-103.37649
5807,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.684319,-103.380822
5808,6 may 2025,MX,Zapopan,Carretera a Saltillo,20.741161,-103.345168
5809,6 may 2025,MX,Zapopan,Carriles Centrales,20.681218,-103.432635
5810,6 may 2025,MX,Zapopan,Av. Patria,20.692523,-103.415344
5811,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.681519,-103.382751
5812,6 may 2025,MX,Guadalajara,Paseo del Arroyo,20.702062,-103.401598
5813,6 may 2025,MX,Zapopan,Av. Central Guillermo Gonzalez Camarena,20.728375,-103.430986
5814,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.583935,-103.378551
5815,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.668642,-103.400199
5816,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.5762,-103.353402
5817,6 may 2025,MX,Zapopan,Ramón Corona,20.719726,-103.353124
5818,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.701629,-103.358592
5819,6 may 2025,MX,Guadalajara,Av. de las Américas,20.702131,-103.37577
5820,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.638269,-103.411182
5821,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.724255,-103.419539
5822,6 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.726949,-103.3449
5823,6 may 2025,MX,Tlaquepaque,Tamiahua,20.624733,-103.303736
5824,6 may 2025,MX,Zapopan,Av. Patria,20.698387,-103.41591
5825,6 may 2025,MX,Guadalajara,Doctor R. Michel,20.628687,-103.325019
5826,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.764314,-103.439303
5827,6 may 2025,MX,Zapopan,Camino Arenero,20.698561,-103.462517
5828,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.697386,-103.330722
5829,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.624475,-103.307105
5830,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.677337,-103.328871
5831,6 may 2025,MX,Tlaquepaque,Antigua Carretera a Chapala,20.572894,-103.333272
5832,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.760722,-103.434204
5833,6 may 2025,MX,Zapopan,Industria del Agave,20.743013,-103.391059
5834,6 may 2025,MX,Zapopan,Av. Hidalgo,20.721117,-103.387712
5835,6 may 2025,MX,Zapopan,Industria del Plástico,20.742493,-103.389409
5836,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.71285,-103.435271
5837,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.735523,-103.367952
5838,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,20.694233,-103.358379
5839,6 may 2025,MX,Zapopan,Antiguo Camino a Copalita,20.778672,-103.446232
5840,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.648077,-103.363417
5841,6 may 2025,MX,Zapopan,Av. Santa Margarita,20.729907,-103.433345
5842,6 may 2025,MX,Zapopan,Av. Circuito del Bosque,20.71843,-103.478645
5843,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.73346,-103.359954
5844,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.655204,-103.375707
5845,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.581016,-103.373691
5846,6 may 2025,MX,Guadalajara,Carriles Centrales,20.64807,-103.36309
5847,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.702347,-103.340893
5848,6 may 2025,MX,Guadalajara,Av. Pablo Neruda,20.697797,-103.3877
5849,6 may 2025,MX,Tlaquepaque,Lateral Carretera a Los Altos,20.624621,-103.291087
5850,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.629748,-103.417136
5851,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.671472,-103.385265
5852,6 may 2025,MX,Guadalajara,Ejido,20.66231,-103.305796
5853,6 may 2025,MX,Tlaquepaque,Lateral Calz. Lázaro Cárdenas,20.623695,-103.319865
5854,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.726713,-103.416377
5855,6 may 2025,MX,Guadalajara,Tamaulipas,20.699718,-103.349343
5856,6 may 2025,MX,Tlaquepaque,Salvador Hinojosa,20.621315,-103.281818
5857,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.575928,-103.349457
5858,6 may 2025,MX,Guadalajara,Av. Cubilete,20.657136,-103.398557
5859,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.696849,-103.274434
5860,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.577157,-103.360893
5861,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.746357,-103.414398
5862,6 may 2025,MX,Tlaquepaque,Lateral,20.609566,-103.272825
5863,6 may 2025,MX,Zapopan,Calz. del Federalismo Norte,20.732464,-103.351563
5864,6 may 2025,MX,Tlaquepaque,Porvenir,20.63655,-103.311111
5865,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.682081,-103.428359
5866,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.57931,-103.367588
5867,6 may 2025,MX,Zapopan,Paseo del Anochecer,20.728435,-103.471092
5868,6 may 2025,MX,Tlaquepaque,Antigua Carretera a Chapala,20.579797,-103.331494
5869,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.618518,-103.430072
5870,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.589925,-103.38561
5871,6 may 2025,MX,Guadalajara,Sierra Morena,20.687707,-103.327185
5872,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.610636,-103.417457
5873,6 may 2025,MX,Zapopan,Industria Mecánica,20.741964,-103.390363
5874,6 may 2025,MX,Zapopan,Av. Dr. Ángel Leaño,20.747883,-103.415961
5875,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.676516,-103.329149
5876,6 may 2025,MX,Guadalajara,México / Chapala,20.661745,-103.388395
5877,6 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,20.690482,-103.376954
5878,6 may 2025,MX,Zapopan,Av. Obelisco,20.714446,-103.382426
5879,6 may 2025,MX,Guadalajara,Av. Fidel Velázquez Sánchez,20.707931,-103.331957
5880,6 may 2025,MX,Zapopan,,20.712818,-103.409834
5881,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.631588,-103.436665
5882,6 may 2025,MX,Tlaquepaque,Av. Cruz del Sur,20.636291,-103.39695
5883,6 may 2025,MX,Guadalajara,Juan Álvarez,20.684954,-103.36917
5884,6 may 2025,MX,Zapopan,Enrique Gómez Carrillo,20.686319,-103.421917
5885,6 may 2025,MX,Zapopan,Av. Guadalajara Sur,20.757404,-103.435189
5886,6 may 2025,MX,Tlaquepaque,Camino al ITESO,20.611281,-103.415463
5887,6 may 2025,MX,Guadalajara,Lateral Av. de las Américas,20.695265,-103.376369
5888,6 may 2025,MX,Tlaquepaque,Av. Patria,20.624936,-103.287066
5889,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.623339,-103.290179
5890,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.68873,-103.446904
5891,6 may 2025,MX,Zapopan,Av. Aviación,20.724131,-103.453554
5892,6 may 2025,MX,Guadalajara,Av. Revolución Pte.,20.665382,-103.333238
5893,6 may 2025,MX,Guadalajara,Juan Álvarez,20.684395,-103.351616
5894,6 may 2025,MX,Guadalajara,Av. Revolución,20.644559,-103.303832
5895,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.634422,-103.425247
5896,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.645641,-103.407547
5897,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.702191,-103.340956
5898,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.743796,-103.411425
5899,6 may 2025,MX,Tlaquepaque,Cardenal,20.605663,-103.338902
5900,6 may 2025,MX,Guadalajara,Pavo,20.673315,-103.353538
5901,6 may 2025,MX,Zapopan,,20.628047,-103.417831
5902,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.681944,-103.434919
5903,6 may 2025,MX,Zapopan,Prolongación Fray Antonio Alcalde,20.724858,-103.345421
5904,6 may 2025,MX,Guadalajara,Calz. Independencia Nte.,20.696209,-103.33037
5905,6 may 2025,MX,Guadalajara,Av. Dr. Roberto Michel,20.650066,-103.341476
5906,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.690501,-103.449152
5907,6 may 2025,MX,Zapopan,Blvd. Valle Imperial,20.786554,-103.431049
5908,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.609725,-103.412698
5909,6 may 2025,MX,Tlaquepaque,Insurgentes,20.596809,-103.285
5910,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.702445,-103.449821
5911,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.732918,-103.357933
5912,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.708701,-103.28685
5913,6 may 2025,MX,Zapopan,Francisco I. Madero,20.630298,-103.455018
5914,6 may 2025,MX,Zapopan,Av. Arenales,20.631571,-103.461344
5915,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.73777,-103.402806
5916,6 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.676913,-103.414435
5917,6 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.636061,-103.298755
5918,6 may 2025,MX,Guadalajara,Pensador Mexicano,20.665154,-103.330394
5919,6 may 2025,MX,Zapopan,Lateral Av. Juan Pablo II,20.735638,-103.399534
5920,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.697918,-103.331608
5921,6 may 2025,MX,Guadalajara,Perfecto G. Bustamante,20.659633,-103.275818
5922,6 may 2025,MX,Zapopan,Av. Dr. Ángel Leaño,20.747365,-103.415426
5923,6 may 2025,MX,Zapopan,Av. Acueducto,20.716322,-103.412079
5924,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.589333,-103.382703
5925,6 may 2025,MX,Guadalajara,Alfredo Carrasco,20.657647,-103.291933
5926,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.694273,-103.322955
5927,6 may 2025,MX,Guadalajara,Gigantes,20.662968,-103.304471
5928,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla (Carriles Izquierdos),20.676849,-103.379865
5929,6 may 2025,MX,Zapopan,Blvd. Bugambilias,20.602364,-103.446038
5930,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.612279,-103.422414
5931,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.610318,-103.414657
5932,6 may 2025,MX,Zapopan,Av. Acueducto,20.721227,-103.416074
5933,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.688067,-103.378383
5934,6 may 2025,MX,Tlaquepaque,Camino Real a Colima,20.569387,-103.440532
5935,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.588606,-103.384037
5936,6 may 2025,MX,Zapopan,Av. Acueducto,20.729657,-103.42127
5937,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.735574,-103.399607
5938,6 may 2025,MX,Tlaquepaque,Av. Niños Héroes,20.637051,-103.316783
5939,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.628313,-103.435318
5940,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.706772,-103.352295
5941,6 may 2025,MX,Tlaquepaque,Zalatitán,20.641811,-103.302098
5942,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.624898,-103.327216
5943,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.580262,-103.371916
5944,6 may 2025,MX,Guadalajara,Adrián Puga,20.655913,-103.298837
5945,6 may 2025,MX,Tlaquepaque,Av. Cristóbal Colón,20.603568,-103.403654
5946,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.645331,-103.357201
5947,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.609272,-103.410286
5948,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.626351,-103.29204
5949,6 may 2025,MX,Guadalajara,Calz. del Federalismo Sur,20.665901,-103.355771
5950,6 may 2025,MX,Zapopan,Guardia Nacional,20.626197,-103.465313
5951,6 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.594292,-103.410569
5952,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.652516,-103.37126
5953,6 may 2025,MX,Tlaquepaque,Pedro Moctezuma,20.610099,-103.292764
5954,6 may 2025,MX,Guadalajara,Ramón Corona,20.675358,-103.346541
5955,6 may 2025,MX,Zapopan,Av. Naciones Unidas,20.692654,-103.43711
5956,6 may 2025,MX,Zapopan,Calz. del Federalismo Norte,20.718764,-103.353728
5957,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.607522,-103.266278
5958,6 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas,20.677502,-103.415563
5959,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.564804,-103.392279
5960,6 may 2025,MX,Zapopan,Real Acueducto,20.712539,-103.409479
5961,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.648723,-103.444054
5962,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.633797,-103.437592
5963,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.620303,-103.47709
5964,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.621871,-103.389263
5965,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.705598,-103.364522
5966,6 may 2025,MX,Guadalajara,Av. Río Nilo,20.645165,-103.297155
5967,6 may 2025,MX,Guadalajara,Fray Andrés de Urdaneta,20.64598,-103.37942
5968,6 may 2025,MX,Tlaquepaque,Av. Niños Héroes,20.634053,-103.31771
