,Date,Country,City,Street,Latitude,Longitude
0,6 may 2025,MX,Zapopan,Av. Patria,20.689139,-103.419317
1,6 may 2025,MX,Guadalajara,Av. de las Américas,20.710484,-103.379791
2,6 may 2025,MX,Guadalajara,Av. Artesanos,20.686566,-103.294386
3,6 may 2025,MX,Guadalajara,Av. 8 de Julio,20.618708,-103.373467
4,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.578767,-103.366461
5,6 may 2025,MX,Zapopan,Puerto Vallarta / Colima,20.724381,-103.418389
6,6 may 2025,MX,Guadalajara,Paseo Loma Ancha,20.697028,-103.399461
7,6 may 2025,MX,Guadalajara,Doctor R. Michel,20.628162,-103.324741
8,6 may 2025,MX,Guadalajara,Av. Mariano Otero,20.663421,-103.376466
9,6 may 2025,MX,Zapopan,Lateral,20.616212,-103.428358
10,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.722801,-103.420677
11,6 may 2025,MX,Guadalajara,Valentín Gómez Farías,20.668983,-103.330335
12,6 may 2025,MX,Zapopan,Av. Aviación,20.736746,-103.449886
13,6 may 2025,MX,Tlaquepaque,Aeropuerto,20.58923,-103.32225
14,6 may 2025,MX,Tlaquepaque,Carriles Centrales,20.623649,-103.318584
15,6 may 2025,MX,Guadalajara,Esteban Huerta,20.676383,-103.282421
16,6 may 2025,MX,Zapopan,Av. Aviación,20.735608,-103.450097
17,6 may 2025,MX,Zapopan,Paseo de los Emperadores,20.787633,-103.430356
18,6 may 2025,MX,Guadalajara,Estadio,20.663236,-103.347383
19,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.689871,-103.455838
20,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.638129,-103.344434
21,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.681959,-103.436027
22,6 may 2025,MX,Guadalajara,Circunvalación de Oblatos,20.693826,-103.322686
23,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.605365,-103.399885
24,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.662746,-103.449294
25,6 may 2025,MX,Guadalajara,Calz. del Federalismo Norte,20.681266,-103.354226
26,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.674827,-103.329726
27,6 may 2025,MX,Guadalajara,Av. Niños Héroes,20.666897,-103.371424
28,6 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.608631,-103.339254
29,6 may 2025,MX,Zapopan,Av. Patria,20.710392,-103.392218
30,6 may 2025,MX,Zapopan,Av. Acueducto,20.709001,-103.406554
31,6 may 2025,MX,Tlaquepaque,Carriles Centrales,20.576937,-103.346268
32,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.737502,-103.376418
33,6 may 2025,MX,Guadalajara,Lateral Periférico Norte Manuel Gómez Morín,20.712324,-103.297701
34,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.634063,-103.414281
35,6 may 2025,MX,Zapopan,Av. Patria,20.690083,-103.415991
36,6 may 2025,MX,Tlaquepaque,Independencia,20.601664,-103.404353
37,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.632298,-103.428816
38,6 may 2025,MX,Guadalajara,Av. Juan Palomar y Arias,20.686486,-103.393257
39,6 may 2025,MX,Zapopan,Av. Aviación,20.70989,-103.457858
40,6 may 2025,MX,Zapopan,Río Tepalcatepec,20.623428,-103.415259
41,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.719183,-103.385783
42,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.760746,-103.43441
43,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.672107,-103.454407
44,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.712582,-103.293865
45,6 may 2025,MX,Guadalajara,Av. González Gallo Izquierda,20.640935,-103.330055
46,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.643274,-103.411669
47,6 may 2025,MX,Zapopan,Av. Inglaterra,20.699459,-103.45276
48,6 may 2025,MX,Guadalajara,Av. Historiadores,20.64828,-103.294729
49,6 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.637021,-103.299452
50,6 may 2025,MX,Guadalajara,Av. de las Américas,20.709869,-103.379233
51,6 may 2025,MX,Zapopan,Av. Patria,20.656947,-103.423225
52,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.677209,-103.353604
53,6 may 2025,MX,Guadalajara,Abascal y Souza,20.683325,-103.336004
54,6 may 2025,MX,Zapopan,Av. Manuel J. Clouthier / Av. Guadalupe,20.677909,-103.41378
55,6 may 2025,MX,Guadalajara,Julio Zárate,20.662837,-103.299595
56,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.624189,-103.307901
57,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.648478,-103.402855
58,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Sur,20.66425,-103.35973
59,6 may 2025,MX,Tlaquepaque,Camino Real Agua Amarilla,20.565803,-103.381075
60,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.607301,-103.402966
61,6 may 2025,MX,Zapopan,Av. Patria,20.711865,-103.398543
62,6 may 2025,MX,Tlaquepaque,Av. Francisco Silva Romero,20.633134,-103.297018
63,6 may 2025,MX,Guadalajara,Luis Pérez Verdía,20.68124,-103.377274
64,6 may 2025,MX,Guadalajara,Av. de las Américas,20.706879,-103.377164
65,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.626419,-103.329441
66,6 may 2025,MX,Zapopan,Av. Manuel Ávila Camacho,20.712341,-103.375346
67,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.62507,-103.326999
68,6 may 2025,MX,Zapopan,Av. Patria,20.691979,-103.415328
69,6 may 2025,MX,Tlaquepaque,Calz. Lázaro Cárdenas,20.626007,-103.328811
70,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.614838,-103.427045
71,6 may 2025,MX,Zapopan,Av. Patria,20.685879,-103.420388
72,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.627734,-103.434635
73,6 may 2025,MX,Zapopan,Paseo Solares,20.726325,-103.461314
74,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.64629,-103.406766
75,6 may 2025,MX,Zapopan,Adolfo Ruiz Cortines,20.60534,-103.435508
76,6 may 2025,MX,Zapopan,Av. Patria,20.648997,-103.422453
77,6 may 2025,MX,Guadalajara,Lateral Periférico Nte. Manuel Gómez Morín,20.723348,-103.330542
78,6 may 2025,MX,Guadalajara,Av. Montevideo,20.691986,-103.398646
79,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.678565,-103.455259
80,6 may 2025,MX,Zapopan,Santa Catalina,20.726907,-103.419767
81,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.625883,-103.385587
82,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.6513,-103.402711
83,6 may 2025,MX,Zapopan,Av. Patria,20.713855,-103.359614
84,6 may 2025,MX,Tlaquepaque,,20.609164,-103.403591
85,6 may 2025,MX,Tlaquepaque,Lateral Periférico Sur Manuel Gómez Morín,20.578209,-103.364013
86,6 may 2025,MX,Guadalajara,Otranto,20.690598,-103.377054
87,6 may 2025,MX,Guadalajara,Av. de las Américas,20.707221,-103.377321
88,6 may 2025,MX,Guadalajara,Av. Fray Antonio Alcalde,20.715034,-103.345907
89,6 may 2025,MX,Zapopan,Av. Ignacio L. Vallarta,20.676549,-103.410682
90,6 may 2025,MX,Zapopan,Av. Tesistán,20.729849,-103.402802
91,6 may 2025,MX,Guadalajara,Belén,20.6852,-103.34549
92,6 may 2025,MX,Tlaquepaque,Av. Niños Héroes,20.638679,-103.316668
93,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.718138,-103.425395
94,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.596299,-103.39047
95,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.677558,-103.454868
96,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.685712,-103.379903
97,6 may 2025,MX,Zapopan,Av. Industria Textil,20.743787,-103.391549
98,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.735688,-103.399762
99,6 may 2025,MX,Zapopan,Carretera a Saltillo,20.74818,-103.343101
100,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.739708,-103.383958
101,6 may 2025,MX,Zapopan,Lateral Periférico Nte. Manuel Gómez Morín,20.728704,-103.346381
102,6 may 2025,MX,Guadalajara,Fray Andrés de Urdaneta,20.64597,-103.37941
103,6 may 2025,MX,Zapopan,Av. Hidalgo,20.72118,-103.388146
104,6 may 2025,MX,Zapopan,Av. General Ramón Corona,20.731409,-103.454186
105,6 may 2025,MX,Guadalajara,Av. 8 de Julio,20.624026,-103.371145
106,6 may 2025,MX,Guadalajara,Av. Jesús Michel González,20.614466,-103.374717
107,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.587337,-103.32725
108,6 may 2025,MX,Guadalajara,Av. Jesús Michel González,20.617378,-103.373879
109,6 may 2025,MX,Zapopan,,20.720928,-103.42293
110,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.71226,-103.435359
111,6 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.604232,-103.336883
112,6 may 2025,MX,Zapopan,Av. Cuauhtémoc,20.650606,-103.408019
113,6 may 2025,MX,Zapopan,Av. López Mateos Sur,20.641905,-103.408975
114,6 may 2025,MX,Zapopan,Av. Acueducto,20.734749,-103.423673
115,6 may 2025,MX,Zapopan,Av. Patria,20.714024,-103.371026
116,6 may 2025,MX,Zapopan,Av. Tesistán,20.739755,-103.414267
117,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.587811,-103.383948
118,6 may 2025,MX,Guadalajara,Av. Cruz del Sur,20.653209,-103.372087
119,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.619528,-103.287413
120,6 may 2025,MX,Zapopan,Av. Patria,20.640751,-103.41988
121,6 may 2025,MX,Guadalajara,Río Mascota,20.646532,-103.329098
122,6 may 2025,MX,Guadalajara,Siete Colinas,20.70833,-103.326805
123,6 may 2025,MX,Zapopan,Av. Zoquipan,20.717047,-103.366074
124,6 may 2025,MX,Tlaquepaque,Juárez,20.558099,-103.441765
125,6 may 2025,MX,Tlaquepaque,Av. Magallanes,20.561267,-103.441808
126,6 may 2025,MX,Zapopan,Paseo Solares,20.725645,-103.457134
127,6 may 2025,MX,Zapopan,Av. Juan Palomar y Arias,20.706948,-103.426734
128,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.577678,-103.388286
129,6 may 2025,MX,Zapopan,Av. José Parres Arias,20.730162,-103.387624
130,6 may 2025,MX,Zapopan,Lateral Av. Mariano Otero,20.649476,-103.40137
131,6 may 2025,MX,Guadalajara,Av. Los Arcos,20.664256,-103.38427
132,6 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.664725,-103.420356
133,6 may 2025,MX,Zapopan,Av. Cuauhtémoc,20.645904,-103.407892
134,6 may 2025,MX,Guadalajara,Lateral Av. Mariano Otero,20.654252,-103.393099
135,6 may 2025,MX,Guadalajara,Valentín Gómez Farías,20.672718,-103.341321
136,6 may 2025,MX,Zapopan,Industria Metalúrgica,20.740684,-103.395579
137,6 may 2025,MX,Guadalajara,Francisco Zarco,20.685871,-103.351889
138,6 may 2025,MX,Zapopan,Av. Acueducto,20.716677,-103.412534
139,6 may 2025,MX,Zapopan,,20.717502,-103.479365
140,6 may 2025,MX,Zapopan,Blvd. Bugambilias,20.602329,-103.446115
141,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.596923,-103.390988
142,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.677205,-103.353698
143,6 may 2025,MX,Guadalajara,Jesús García,20.68912,-103.366941
144,6 may 2025,MX,Zapopan,Gardenia,20.643383,-103.465267
145,6 may 2025,MX,Guadalajara,Av. Malecón,20.660592,-103.270109
146,6 may 2025,MX,Guadalajara,Av. Manuel Ávila Camacho,20.704532,-103.362841
147,6 may 2025,MX,Zapopan,Santa Rita,20.66484,-103.406413
148,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.670038,-103.452908
149,6 may 2025,MX,Guadalajara,Av. Paseo de la Arboleda,20.644206,-103.387317
150,6 may 2025,MX,Zapopan,Av. Guadalupe,20.659069,-103.432402
151,6 may 2025,MX,Zapopan,Av. José Guadalupe Gallo,20.593643,-103.431506
152,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.74087,-103.406766
153,6 may 2025,MX,Zapopan,Av. Manuel J. Clouthier,20.662952,-103.42108
154,6 may 2025,MX,Zapopan,Industria Maderera,20.746614,-103.389364
155,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.63906,-103.4394
156,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.64902,-103.364816
157,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.745882,-103.413965
158,6 may 2025,MX,Guadalajara,Av. 16 de Septiembre,20.660952,-103.350442
159,6 may 2025,MX,Guadalajara,Circunvalación Agustín Yáñez,20.65919,-103.355787
160,6 may 2025,MX,Zapopan,Lateral Av. Ignacio L. Vallarta,20.683236,-103.439548
161,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.728772,-103.41437
162,6 may 2025,MX,Guadalajara,Pedro Moreno,20.675442,-103.367891
163,6 may 2025,MX,Zapopan,Cantera Morada,20.741417,-103.355933
164,6 may 2025,MX,Zapopan,Calz. Lázaro Cárdenas,20.67755,-103.415664
165,6 may 2025,MX,Tlaquepaque,Juan de la Barrera,20.607214,-103.338404
166,6 may 2025,MX,Zapopan,Av. Acueducto,20.714978,-103.411217
167,6 may 2025,MX,Guadalajara,Cuitláhuac,20.667145,-103.34592
168,6 may 2025,MX,Zapopan,Av. 5 de Mayo,20.710431,-103.441657
169,6 may 2025,MX,Guadalajara,Calz. del Federalismo Sur,20.664103,-103.356131
170,6 may 2025,MX,Zapopan,México / Aeropuerto / Puerto Vallarta,20.681394,-103.421199
171,6 may 2025,MX,Zapopan,Av. Guadalupe,20.662462,-103.42299
172,6 may 2025,MX,Zapopan,Av. Mariano Otero,20.638843,-103.418599
173,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.689421,-103.377491
174,6 may 2025,MX,Guadalajara,,20.674249,-103.386961
175,6 may 2025,MX,Guadalajara,Francisco Javier Gamboa,20.674639,-103.377283
176,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.759882,-103.433354
177,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.637631,-103.344156
178,6 may 2025,MX,Guadalajara,Esteban Alatorre,20.674008,-103.300937
179,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.637567,-103.34406
180,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.706994,-103.360634
181,6 may 2025,MX,Tlaquepaque,Chapala,20.585916,-103.384611
182,6 may 2025,MX,Zapopan,Av. Guadalajara,20.772037,-103.418975
183,6 may 2025,MX,Tlaquepaque,Lateral Calz. Lázaro Cárdenas,20.626413,-103.330095
184,6 may 2025,MX,Zapopan,Av. Guadalupe,20.658525,-103.433649
185,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.614497,-103.426664
186,6 may 2025,MX,Tlaquepaque,Lateral Carretera a Los Altos,20.620855,-103.288226
187,6 may 2025,MX,Tlaquepaque,Prol. Av. Colón,20.592218,-103.413318
188,6 may 2025,MX,Guadalajara,Av. López Mateos Norte,20.68636,-103.379553
189,6 may 2025,MX,Tlaquepaque,Adolf B. Horn Jr.,20.575329,-103.363386
190,6 may 2025,MX,Zapopan,,20.715171,-103.413059
191,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.607664,-103.40432
192,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.701941,-103.339995
193,6 may 2025,MX,Zapopan,Av. Sierra de Tapalpa,20.619517,-103.412776
194,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.710531,-103.28731
195,6 may 2025,MX,Zapopan,Industria,20.724703,-103.389175
196,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.622137,-103.431522
197,6 may 2025,MX,Zapopan,Periférico Sur Manuel Gómez Morín,20.612253,-103.422782
198,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.760395,-103.434056
199,6 may 2025,MX,Guadalajara,Av. Miguel Hidalgo y Costilla,20.677118,-103.358986
200,6 may 2025,MX,Guadalajara,Lateral Av. López Mateos Norte,20.691347,-103.376357
201,6 may 2025,MX,Guadalajara,Mar Mármara,20.703895,-103.364023
202,6 may 2025,MX,Zapopan,Av. Valdepeñas,20.754726,-103.400453
203,6 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,20.674647,-103.411265
204,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.697522,-103.275471
205,6 may 2025,MX,Zapopan,Arco de la Estrella,20.743266,-103.411749
206,6 may 2025,MX,Guadalajara,Av. Mariano Otero,20.661298,-103.380671
207,6 may 2025,MX,Guadalajara,Fray Andrés de Urdaneta,20.641032,-103.370493
208,6 may 2025,MX,Guadalajara,Av. Benito Juárez,20.674806,-103.359141
209,6 may 2025,MX,Zapopan,Paseo Solares,20.725493,-103.453941
210,6 may 2025,MX,Zapopan,Lateral Periférico Pte. Manuel Gómez Morín,20.71607,-103.427774
211,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.653708,-103.373483
212,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.63819,-103.344995
213,6 may 2025,MX,Zapopan,Av. Patria,20.639762,-103.41974
214,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.632474,-103.415334
215,6 may 2025,MX,Zapopan,Av. de las Américas,20.7188,-103.387914
216,6 may 2025,MX,Guadalajara,Fresno,20.655499,-103.365288
217,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.58482,-103.380087
218,6 may 2025,MX,Guadalajara,Brasilia,20.707907,-103.37909
219,6 may 2025,MX,Guadalajara,Circunvalación División del Norte,20.701376,-103.338729
220,6 may 2025,MX,Guadalajara,Basilio Vadillo,20.675022,-103.31388
221,6 may 2025,MX,Zapopan,Industria Mecánica,20.742681,-103.390378
222,6 may 2025,MX,Guadalajara,Av. de las Américas,20.705684,-103.376918
223,6 may 2025,MX,Guadalajara,Av. de las Américas,20.69335,-103.373314
224,6 may 2025,MX,Guadalajara,Salvador López Chávez,20.64922,-103.339141
225,6 may 2025,MX,Zapopan,Av. del Servidor Público,20.730496,-103.43107
226,6 may 2025,MX,Zapopan,Av. Acueducto,20.729761,-103.421416
227,6 may 2025,MX,Guadalajara,Calle 7 / Longinos Cadena,20.631618,-103.38033
228,6 may 2025,MX,Guadalajara,Pablo Valdez,20.682131,-103.333806
229,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.610042,-103.414
230,6 may 2025,MX,Guadalajara,Retorno,20.707398,-103.357984
231,6 may 2025,MX,Zapopan,Bosques Vallarta,20.716706,-103.476756
232,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.676205,-103.45512
233,6 may 2025,MX,Guadalajara,Av. Enrique Díaz de León Nte.,20.680831,-103.359267
234,6 may 2025,MX,Zapopan,Av. Central Guillermo Gonzalez Camarena,20.721094,-103.423798
235,6 may 2025,MX,Guadalajara,Libertad,20.671578,-103.358481
236,6 may 2025,MX,Zapopan,Av. Guadalajara,20.759511,-103.430402
237,6 may 2025,MX,Tlaquepaque,Prol. Av. Las Fuentes,20.611396,-103.403929
238,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.65027,-103.366812
239,6 may 2025,MX,Zapopan,Av. de la Mancha,20.745676,-103.396973
240,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.630858,-103.295135
241,6 may 2025,MX,Zapopan,Lateral Av. Mariano Otero,20.649828,-103.400279
242,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.679259,-103.45513
243,6 may 2025,MX,Guadalajara,Prisciliano Sánchez,20.672771,-103.344895
244,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.647639,-103.361473
245,6 may 2025,MX,Guadalajara,Periférico Nte. Manuel Gómez Morín,20.725206,-103.33582
246,6 may 2025,MX,Guadalajara,Juan de Dios Robledo,20.685533,-103.30929
247,6 may 2025,MX,Zapopan,Av. Tesistán,20.73041,-103.403377
248,6 may 2025,MX,Guadalajara,Av. 8 de Julio,20.641793,-103.36359
249,6 may 2025,MX,Tlaquepaque,Privada de Cabañas,20.633918,-103.305494
250,6 may 2025,MX,Tlaquepaque,,20.623918,-103.32267
251,6 may 2025,MX,Zapopan,Periférico Nte. Manuel Gómez Morín,20.727788,-103.343456
252,6 may 2025,MX,Zapopan,Libra,20.678371,-103.412831
253,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.693877,-103.322895
254,6 may 2025,MX,Zapopan,Calz. del Federalismo Norte,20.715557,-103.354403
255,6 may 2025,MX,Zapopan,,20.725614,-103.475077
256,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.580556,-103.386543
257,6 may 2025,MX,Guadalajara,Av. Revolución,20.647328,-103.305436
258,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.708242,-103.444417
259,6 may 2025,MX,Zapopan,Santo Tomás de Aquino,20.666871,-103.422752
260,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.581377,-103.3382
261,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.735783,-103.399891
262,6 may 2025,MX,Zapopan,Av. Patria,20.63045,-103.406493
263,6 may 2025,MX,Zapopan,Av. Patria,20.707678,-103.411636
264,6 may 2025,MX,Zapopan,Calz. Central,20.68467,-103.443913
265,6 may 2025,MX,Zapopan,Av. Pablo Neruda,20.691748,-103.412098
266,6 may 2025,MX,Zapopan,Carriles Centrales,20.733558,-103.360144
267,6 may 2025,MX,Tlaquepaque,Av. Jesús Michel González,20.575085,-103.389106
268,6 may 2025,MX,Zapopan,Av. Patria,20.695516,-103.415273
269,6 may 2025,MX,Guadalajara,Av. Juan Pablo II,20.70025,-103.289752
270,6 may 2025,MX,Zapopan,Av. Río Blanco,20.751188,-103.374346
271,6 may 2025,MX,Zapopan,Avenida Patria,20.709564,-103.408175
272,6 may 2025,MX,Zapopan,Av. Guadalajara,20.774457,-103.418086
273,6 may 2025,MX,Guadalajara,Av. Patria,20.715519,-103.35561
274,6 may 2025,MX,Zapopan,Av. del Bajío,20.698069,-103.462046
275,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.758378,-103.431142
276,6 may 2025,MX,Guadalajara,Av. Cristóbal Colón,20.621215,-103.389426
277,6 may 2025,MX,Guadalajara,Joaquín Téllez,20.723759,-103.295846
278,6 may 2025,MX,Zapopan,Av. Juan Pablo II,20.7287,-103.388654
279,6 may 2025,MX,Tlaquepaque,Carretera a Los Altos,20.626983,-103.292437
280,6 may 2025,MX,Zapopan,Av. Patria,20.690392,-103.415463
281,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.622967,-103.470636
282,6 may 2025,MX,Guadalajara,Reforma,20.679966,-103.361702
283,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.662074,-103.388771
284,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.582564,-103.335956
285,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.747179,-103.415206
286,6 may 2025,MX,Tlaquepaque,Hacienda de La Calerilla,20.587095,-103.400437
287,6 may 2025,MX,Zapopan,Av. Acueducto,20.724739,-103.419355
288,6 may 2025,MX,Guadalajara,Sierra Nevada,20.689474,-103.331279
289,6 may 2025,MX,Tlaquepaque,Incalpa,20.577121,-103.338186
290,6 may 2025,MX,Guadalajara,Av. Pablo Neruda,20.695631,-103.396419
291,6 may 2025,MX,Tlaquepaque,,20.582702,-103.361654
292,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.664093,-103.449857
293,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.583599,-103.33407
294,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.766697,-103.442716
295,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.643613,-103.407646
296,6 may 2025,MX,Zapopan,Av. Patria,20.653343,-103.422614
297,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.758394,-103.430876
298,6 may 2025,MX,Guadalajara,Calle 12-A,20.643738,-103.351545
299,6 may 2025,MX,Zapopan,Av. Santa Margarita,20.729988,-103.430415
300,6 may 2025,MX,Zapopan,Av. Patria,20.691616,-103.415321
301,6 may 2025,MX,Zapopan,,20.71273,-103.410101
302,6 may 2025,MX,Zapopan,Lateral Av. López Mateos Sur,20.652775,-103.401591
303,6 may 2025,MX,Zapopan,Av. Campo Real Poniente,20.78973,-103.443758
304,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.625549,-103.464349
305,6 may 2025,MX,Zapopan,Valle de los Imperios,20.781413,-103.426556
306,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.710019,-103.440241
307,6 may 2025,MX,Zapopan,Prol. Mariano Otero,20.625165,-103.4653
308,6 may 2025,MX,Guadalajara,,20.666614,-103.384222
309,6 may 2025,MX,Zapopan,Prol. Av. Guadalupe,20.653751,-103.454129
310,6 may 2025,MX,Guadalajara,Av. Mariano Otero,20.663111,-103.377079
311,6 may 2025,MX,Zapopan,Periférico Pte. Manuel Gómez Morín,20.720505,-103.423646
312,6 may 2025,MX,Zapopan,Lateral Av. Juan Gil Preciado,20.762486,-103.436511
313,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.633251,-103.338609
314,6 may 2025,MX,Guadalajara,Av. Belisario Domínguez,20.673181,-103.33029
315,6 may 2025,MX,Zapopan,Rinconada del Camichín,20.755564,-103.39754
316,6 may 2025,MX,Guadalajara,Lateral Calz. Lázaro Cárdenas,20.659031,-103.382513
317,6 may 2025,MX,Zapopan,Mango,20.647948,-103.452077
318,6 may 2025,MX,Guadalajara,Av. Paseo de la Arboleda,20.656686,-103.385883
319,6 may 2025,MX,Guadalajara,Blvd. Marcelino García Barragán,20.655967,-103.327817
320,6 may 2025,MX,Tlaquepaque,Periférico Sur Manuel Gómez Morín,20.586504,-103.382389
321,6 may 2025,MX,Zapopan,,20.735643,-103.453995
322,6 may 2025,MX,Zapopan,Lateral Calz. Lázaro Cárdenas,20.670389,-103.404605
323,6 may 2025,MX,Zapopan,Av. Juan Gil Preciado,20.767853,-103.444046
324,6 may 2025,MX,Guadalajara,Ámsterdam,20.671125,-103.383069
325,6 may 2025,MX,Guadalajara,Av. de las Américas,20.692886,-103.373329
326,6 may 2025,MX,Zapopan,Av. de la Calma,20.633626,-103.411602
327,6 may 2025,MX,Zapopan,Av. Circuito del Bosque,20.716973,-103.475083
328,6 may 2025,MX,Zapopan,Calz. del Federalismo Norte,20.743967,-103.346731
329,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.627828,-103.331603
330,6 may 2025,MX,Guadalajara,Calz. Lázaro Cárdenas,20.647997,-103.362501
